order_id,product_id,customer_id,order_history,delivery_preference,locations,returns/refunds
ORD011697,PROD8763,CUST62166,27,Standard,Urban,No
ORD009276,PROD8017,CUST39432,12,Same-Day,Suburban,No
ORD012340,PROD8731,CUST21699,47,Standard,Suburban,No
ORD012466,PROD7133,CUST11288,45,Same-Day,Rural,Yes
ORD009410,PROD9664,CUST70886,28,Standard,Suburban,No
ORD012437,PROD3593,CUST44126,27,Standard,Suburban,No
ORD001944,PROD3399,CUST31025,36,Standard,Suburban,No
ORD011170,PROD1264,CUST19207,7,Standard,Rural,No
ORD014894,PROD7619,CUST89567,49,Standard,Rural,No
ORD005236,PROD7737,CUST50570,35,Same-Day,Rural,No
ORD005585,PROD5440,CUST94399,2,Express,Urban,No
ORD007663,PROD3569,CUST23898,17,Same-Day,Suburban,No
ORD005072,PROD6507,CUST67395,4,Standard,Rural,No
ORD005481,PROD3224,CUST70385,32,Same-Day,Suburban,No
ORD003760,PROD8835,CUST19839,4,Same-Day,Suburban,No
ORD001783,PROD2739,CUST75690,47,Same-Day,Urban,Yes
ORD013758,PROD2070,CUST38108,28,Standard,Rural,No
ORD011524,PROD6932,CUST56871,22,Same-Day,Suburban,No
ORD001475,PROD3626,CUST63945,31,Standard,Rural,No
ORD007561,PROD3406,CUST19727,34,Express,Urban,No
ORD011836,PROD3509,CUST94572,32,Standard,Rural,No
ORD000261,PROD2122,CUST91149,5,Same-Day,Suburban,No
ORD013691,PROD7590,CUST88698,42,Same-Day,Rural,No
ORD005238,PROD8258,CUST85437,14,Same-Day,Urban,No
ORD014453,PROD9985,CUST16970,11,Standard,Rural,No
ORD012674,PROD9812,CUST64894,8,Express,Suburban,No
ORD006617,PROD1971,CUST32008,43,Standard,Suburban,No
ORD013844,PROD8355,CUST96566,40,Same-Day,Suburban,No
ORD006529,PROD1958,CUST60888,40,Express,Suburban,No
ORD012848,PROD6078,CUST47298,19,Express,Rural,No
ORD006922,PROD4144,CUST39548,29,Standard,Suburban,Yes
ORD002714,PROD9428,CUST44296,9,Express,Suburban,No
ORD005398,PROD1803,CUST61167,8,Same-Day,Suburban,No
ORD005636,PROD8787,CUST62854,31,Standard,Urban,No
ORD010520,PROD8458,CUST75029,43,Express,Urban,No
ORD005556,PROD8649,CUST57857,44,Same-Day,Urban,Yes
ORD005467,PROD6307,CUST30155,6,Standard,Rural,No
ORD002764,PROD8529,CUST24326,4,Same-Day,Rural,No
ORD002482,PROD6147,CUST24336,33,Standard,Urban,No
ORD010875,PROD8111,CUST26964,4,Same-Day,Rural,No
ORD001814,PROD4944,CUST40612,28,Express,Rural,Yes
ORD011117,PROD5846,CUST14980,43,Express,Suburban,No
ORD013038,PROD7135,CUST95984,32,Standard,Urban,No
ORD011583,PROD8723,CUST53773,37,Express,Suburban,No
ORD002225,PROD7179,CUST76208,43,Standard,Suburban,No
ORD003172,PROD3846,CUST27371,26,Express,Rural,No
ORD002573,PROD1370,CUST27346,20,Same-Day,Urban,No
ORD011183,PROD4882,CUST96835,11,Express,Urban,No
ORD002958,PROD3932,CUST28292,30,Express,Urban,No
ORD005583,PROD6739,CUST43025,8,Same-Day,Urban,No
ORD003144,PROD9921,CUST84252,20,Express,Urban,No
ORD014218,PROD4920,CUST32267,45,Express,Rural,Yes
ORD011896,PROD2331,CUST43790,35,Same-Day,Rural,No
ORD014417,PROD2416,CUST94288,17,Same-Day,Rural,No
ORD012380,PROD2152,CUST23310,19,Same-Day,Urban,No
ORD005156,PROD7367,CUST98312,31,Express,Urban,No
ORD004159,PROD6182,CUST53395,42,Express,Rural,No
ORD000355,PROD7755,CUST41341,42,Express,Suburban,Yes
ORD003467,PROD5488,CUST32507,39,Standard,Rural,No
ORD004310,PROD3979,CUST16595,9,Same-Day,Suburban,No
ORD014752,PROD5833,CUST88081,28,Express,Rural,No
ORD014743,PROD4143,CUST83275,23,Standard,Urban,No
ORD007281,PROD4053,CUST96541,1,Same-Day,Rural,No
ORD014200,PROD6629,CUST54466,8,Express,Urban,No
ORD010952,PROD2194,CUST70734,31,Same-Day,Urban,No
ORD008336,PROD6353,CUST72667,39,Same-Day,Rural,No
ORD003192,PROD9625,CUST40803,20,Express,Suburban,No
ORD011411,PROD8100,CUST41885,26,Same-Day,Urban,No
ORD012277,PROD7805,CUST82404,12,Express,Urban,No
ORD002096,PROD7806,CUST59679,45,Standard,Rural,No
ORD010396,PROD4971,CUST31001,30,Express,Rural,No
ORD011708,PROD4264,CUST31469,16,Same-Day,Suburban,No
ORD006714,PROD7623,CUST40451,44,Same-Day,Urban,No
ORD003698,PROD2741,CUST55083,8,Express,Urban,No
ORD000839,PROD3146,CUST34380,30,Same-Day,Suburban,No
ORD000595,PROD7498,CUST88569,48,Standard,Suburban,No
ORD006612,PROD1696,CUST97646,46,Standard,Rural,No
ORD004480,PROD6565,CUST94468,13,Same-Day,Suburban,No
ORD006427,PROD4610,CUST79275,37,Standard,Rural,No
ORD007543,PROD7580,CUST70449,16,Standard,Suburban,No
ORD003825,PROD2944,CUST47101,47,Standard,Urban,No
ORD014458,PROD6752,CUST58137,21,Standard,Rural,No
ORD011779,PROD2281,CUST30125,30,Same-Day,Suburban,Yes
ORD007273,PROD8298,CUST20178,40,Express,Suburban,No
ORD014340,PROD5948,CUST67745,6,Standard,Urban,No
ORD009710,PROD1915,CUST38288,24,Same-Day,Rural,No
ORD006138,PROD1885,CUST50441,15,Express,Suburban,No
ORD010626,PROD1871,CUST19134,33,Standard,Rural,No
ORD009465,PROD7393,CUST19527,46,Standard,Urban,No
ORD003805,PROD2226,CUST82263,26,Express,Rural,No
ORD012664,PROD7390,CUST58592,23,Same-Day,Rural,No
ORD001994,PROD5742,CUST48616,32,Express,Rural,No
ORD008621,PROD8712,CUST24571,37,Express,Urban,Yes
ORD012293,PROD3926,CUST44800,29,Express,Urban,No
ORD007072,PROD2457,CUST26114,29,Standard,Suburban,No
ORD002564,PROD8801,CUST77582,11,Same-Day,Suburban,No
ORD009569,PROD1222,CUST98858,27,Same-Day,Suburban,No
ORD005069,PROD7460,CUST16935,41,Same-Day,Urban,Yes
ORD009568,PROD2802,CUST57627,37,Standard,Rural,No
ORD010202,PROD1377,CUST53317,34,Standard,Rural,No
ORD000026,PROD7924,CUST46800,37,Express,Suburban,No
ORD009502,PROD7047,CUST72302,29,Express,Urban,No
ORD005827,PROD2827,CUST71144,7,Standard,Rural,No
ORD002476,PROD8055,CUST15315,35,Express,Suburban,No
ORD003359,PROD9773,CUST10245,14,Same-Day,Rural,No
ORD009933,PROD2056,CUST54498,14,Standard,Rural,No
ORD002779,PROD5102,CUST77147,37,Express,Suburban,No
ORD003495,PROD7709,CUST12104,4,Standard,Urban,No
ORD012702,PROD4519,CUST64529,1,Standard,Rural,No
ORD011641,PROD9938,CUST74627,41,Same-Day,Suburban,Yes
ORD002473,PROD6399,CUST23166,41,Express,Rural,No
ORD005164,PROD7237,CUST74871,3,Standard,Suburban,No
ORD009763,PROD9544,CUST49955,31,Express,Suburban,No
ORD013247,PROD8250,CUST72239,25,Standard,Rural,No
ORD006316,PROD2075,CUST78247,12,Express,Urban,No
ORD006462,PROD8300,CUST93887,47,Express,Rural,No
ORD003365,PROD7468,CUST78072,30,Standard,Urban,No
ORD003228,PROD3911,CUST45275,14,Express,Urban,No
ORD006937,PROD5551,CUST94375,36,Standard,Suburban,No
ORD000339,PROD8041,CUST58380,44,Same-Day,Suburban,No
ORD004917,PROD6285,CUST76157,44,Same-Day,Suburban,No
ORD008170,PROD7131,CUST14959,22,Same-Day,Urban,Yes
ORD002688,PROD5877,CUST18701,25,Standard,Suburban,Yes
ORD014761,PROD2920,CUST87035,36,Same-Day,Suburban,No
ORD009987,PROD9773,CUST94182,36,Express,Urban,No
ORD006788,PROD8797,CUST91975,47,Standard,Suburban,No
ORD009128,PROD2720,CUST79097,45,Express,Suburban,No
ORD014045,PROD5740,CUST55409,30,Same-Day,Urban,No
ORD010332,PROD6196,CUST69955,20,Same-Day,Urban,No
ORD004645,PROD2296,CUST48562,32,Same-Day,Rural,No
ORD002119,PROD3218,CUST90362,16,Same-Day,Rural,No
ORD002821,PROD3688,CUST69432,8,Express,Urban,No
ORD001665,PROD9482,CUST51259,39,Standard,Suburban,No
ORD010976,PROD9752,CUST47967,4,Standard,Urban,No
ORD007234,PROD6397,CUST71964,39,Same-Day,Rural,Yes
ORD001507,PROD8349,CUST34298,12,Standard,Urban,No
ORD014842,PROD3627,CUST65362,9,Standard,Suburban,No
ORD008563,PROD3199,CUST41414,22,Same-Day,Rural,No
ORD013969,PROD2309,CUST83581,30,Standard,Rural,No
ORD008546,PROD4873,CUST68376,48,Standard,Urban,No
ORD009800,PROD4305,CUST87714,44,Same-Day,Rural,No
ORD003237,PROD3304,CUST94259,29,Standard,Rural,No
ORD014508,PROD6758,CUST10895,34,Same-Day,Urban,No
ORD011567,PROD9875,CUST67252,20,Standard,Suburban,Yes
ORD007573,PROD9805,CUST65522,26,Standard,Suburban,No
ORD007231,PROD8439,CUST69273,33,Standard,Suburban,No
ORD011993,PROD5413,CUST79577,14,Same-Day,Suburban,No
ORD001643,PROD4866,CUST42293,5,Standard,Urban,No
ORD002952,PROD5006,CUST10751,7,Same-Day,Rural,No
ORD011270,PROD7898,CUST16027,26,Express,Urban,No
ORD011901,PROD6087,CUST60343,41,Standard,Urban,Yes
ORD013359,PROD7247,CUST35930,1,Express,Suburban,Yes
ORD006680,PROD9088,CUST64424,15,Express,Urban,No
ORD013923,PROD4232,CUST12946,14,Same-Day,Urban,No
ORD008327,PROD5769,CUST45750,33,Express,Suburban,Yes
ORD002159,PROD2653,CUST19853,32,Standard,Urban,No
ORD013752,PROD3139,CUST17386,29,Express,Rural,Yes
ORD010481,PROD5078,CUST81243,18,Standard,Suburban,No
ORD006598,PROD3108,CUST10584,26,Standard,Urban,No
ORD010497,PROD2659,CUST30633,7,Same-Day,Urban,Yes
ORD005745,PROD8974,CUST15349,23,Express,Suburban,No
ORD008893,PROD4639,CUST33589,19,Express,Rural,No
ORD001097,PROD4362,CUST61507,9,Express,Suburban,No
ORD000164,PROD8177,CUST13961,43,Same-Day,Urban,No
ORD007212,PROD3958,CUST87540,5,Standard,Rural,No
ORD007469,PROD8055,CUST60830,38,Standard,Suburban,No
ORD009192,PROD8858,CUST91204,39,Same-Day,Suburban,No
ORD008450,PROD3514,CUST99085,16,Standard,Urban,Yes
ORD014585,PROD8285,CUST31626,24,Same-Day,Rural,No
ORD003434,PROD5923,CUST11503,11,Express,Rural,No
ORD000536,PROD8956,CUST44435,1,Standard,Rural,No
ORD011911,PROD4084,CUST77574,40,Express,Suburban,No
ORD004373,PROD6935,CUST21798,7,Express,Suburban,Yes
ORD009576,PROD1221,CUST48411,32,Same-Day,Rural,No
ORD007509,PROD7811,CUST72082,10,Standard,Urban,Yes
ORD009353,PROD7574,CUST63562,23,Standard,Suburban,No
ORD004439,PROD4919,CUST48345,30,Standard,Suburban,Yes
ORD005567,PROD5695,CUST45301,44,Standard,Rural,No
ORD004113,PROD3019,CUST91884,3,Express,Urban,No
ORD002872,PROD2106,CUST69679,45,Standard,Rural,No
ORD004457,PROD4707,CUST33973,42,Same-Day,Urban,No
ORD008761,PROD8829,CUST20988,12,Express,Suburban,No
ORD013784,PROD7802,CUST58092,20,Same-Day,Rural,Yes
ORD004961,PROD2658,CUST56822,40,Express,Urban,No
ORD003462,PROD1541,CUST40338,31,Express,Rural,No
ORD009227,PROD2931,CUST73353,31,Same-Day,Urban,No
ORD005411,PROD7038,CUST71572,38,Same-Day,Urban,Yes
ORD005043,PROD6700,CUST86218,42,Standard,Urban,No
ORD009358,PROD7984,CUST53064,37,Same-Day,Urban,No
ORD010416,PROD8438,CUST41237,25,Express,Urban,No
ORD003486,PROD1449,CUST15071,43,Same-Day,Suburban,No
ORD000957,PROD9153,CUST91846,19,Same-Day,Suburban,No
ORD005344,PROD7292,CUST15194,7,Standard,Urban,No
ORD012326,PROD7850,CUST86202,10,Express,Urban,No
ORD009792,PROD3666,CUST26572,48,Same-Day,Suburban,No
ORD012020,PROD2316,CUST18982,37,Express,Suburban,No
ORD005838,PROD1542,CUST28064,2,Standard,Suburban,No
ORD006490,PROD4264,CUST16805,28,Same-Day,Urban,No
ORD014620,PROD2415,CUST54805,6,Express,Urban,No
ORD005297,PROD9812,CUST33152,34,Same-Day,Urban,No
ORD009065,PROD9365,CUST94646,34,Standard,Urban,No
ORD001677,PROD2213,CUST92657,3,Express,Rural,No
ORD002686,PROD2677,CUST59314,41,Standard,Suburban,No
ORD004520,PROD5091,CUST38056,48,Same-Day,Urban,No
ORD003779,PROD7738,CUST40868,26,Express,Suburban,No
ORD010908,PROD5886,CUST69897,31,Express,Rural,No
ORD004646,PROD3654,CUST11947,32,Same-Day,Rural,No
ORD009617,PROD2841,CUST74586,26,Express,Urban,No
ORD012656,PROD2750,CUST78867,23,Standard,Urban,No
ORD010052,PROD5669,CUST87771,28,Express,Rural,Yes
ORD003578,PROD1879,CUST19716,15,Same-Day,Urban,No
ORD009031,PROD3948,CUST69126,34,Standard,Rural,No
ORD012668,PROD7144,CUST18216,13,Express,Suburban,No
ORD001490,PROD7126,CUST49587,32,Same-Day,Suburban,No
ORD004241,PROD5480,CUST87569,1,Standard,Rural,No
ORD014783,PROD1053,CUST92771,18,Same-Day,Rural,No
ORD005250,PROD1427,CUST93053,4,Standard,Rural,No
ORD006385,PROD3072,CUST59580,6,Express,Urban,No
ORD002808,PROD2463,CUST17852,10,Express,Urban,No
ORD013828,PROD7844,CUST89887,34,Express,Suburban,No
ORD002899,PROD2083,CUST34540,23,Standard,Suburban,No
ORD012910,PROD4648,CUST59203,3,Express,Suburban,No
ORD002674,PROD9369,CUST29443,39,Standard,Urban,No
ORD006087,PROD2637,CUST25793,19,Same-Day,Suburban,No
ORD006363,PROD5259,CUST68155,29,Standard,Rural,No
ORD013920,PROD9672,CUST75328,42,Express,Suburban,No
ORD002497,PROD3947,CUST81552,34,Same-Day,Suburban,No
ORD011821,PROD1719,CUST85610,18,Same-Day,Suburban,No
ORD000181,PROD6413,CUST14029,20,Standard,Rural,Yes
ORD005771,PROD1548,CUST66439,11,Express,Urban,No
ORD007767,PROD3992,CUST88858,37,Express,Urban,No
ORD014871,PROD3463,CUST96222,42,Standard,Suburban,No
ORD003863,PROD7704,CUST64413,25,Standard,Urban,No
ORD013011,PROD3069,CUST99079,38,Express,Rural,No
ORD000080,PROD2084,CUST65061,11,Same-Day,Suburban,No
ORD013322,PROD8058,CUST46019,43,Standard,Suburban,No
ORD014235,PROD1315,CUST75530,7,Express,Suburban,No
ORD007572,PROD1605,CUST45374,35,Same-Day,Suburban,No
ORD005257,PROD7126,CUST50079,20,Same-Day,Rural,No
ORD003544,PROD7857,CUST40305,13,Standard,Urban,No
ORD012817,PROD3042,CUST34270,40,Express,Rural,No
ORD010845,PROD4793,CUST73336,37,Same-Day,Rural,No
ORD009039,PROD3641,CUST52195,23,Standard,Rural,No
ORD006550,PROD3738,CUST91779,31,Same-Day,Suburban,No
ORD010825,PROD7168,CUST20310,37,Standard,Suburban,Yes
ORD011484,PROD9314,CUST76829,49,Standard,Urban,No
ORD012083,PROD8875,CUST83644,41,Same-Day,Rural,No
ORD003054,PROD2978,CUST73711,33,Express,Urban,No
ORD002932,PROD2046,CUST27808,39,Express,Suburban,No
ORD007348,PROD7470,CUST77197,34,Same-Day,Suburban,No
ORD003337,PROD7052,CUST90259,36,Same-Day,Suburban,No
ORD009430,PROD4309,CUST78447,27,Standard,Suburban,No
ORD011374,PROD4197,CUST94969,36,Same-Day,Suburban,No
ORD014049,PROD9097,CUST79720,11,Same-Day,Urban,No
ORD009998,PROD1232,CUST30833,44,Standard,Rural,No
ORD007241,PROD5635,CUST87867,39,Same-Day,Suburban,No
ORD007246,PROD7248,CUST24821,41,Express,Rural,No
ORD012920,PROD3202,CUST20587,48,Express,Urban,No
ORD012060,PROD6935,CUST84324,44,Same-Day,Rural,No
ORD003348,PROD3476,CUST28743,9,Same-Day,Rural,No
ORD005873,PROD7258,CUST23377,5,Express,Suburban,No
ORD010451,PROD2377,CUST90450,5,Same-Day,Rural,No
ORD011243,PROD2890,CUST67842,48,Same-Day,Rural,No
ORD002145,PROD4762,CUST25471,39,Standard,Rural,No
ORD010721,PROD1997,CUST20372,26,Same-Day,Urban,No
ORD013855,PROD1314,CUST38840,29,Same-Day,Suburban,No
ORD012264,PROD4400,CUST17011,42,Express,Suburban,No
ORD001642,PROD2101,CUST17800,32,Same-Day,Rural,No
ORD012050,PROD7452,CUST97428,12,Standard,Urban,No
ORD005022,PROD5341,CUST86931,12,Express,Rural,No
ORD008515,PROD1719,CUST43147,14,Same-Day,Suburban,Yes
ORD009366,PROD6020,CUST14397,23,Standard,Suburban,No
ORD006549,PROD2548,CUST84029,46,Express,Urban,No
ORD014588,PROD3694,CUST20817,12,Standard,Suburban,No
ORD002881,PROD9209,CUST42290,32,Same-Day,Rural,Yes
ORD008340,PROD2814,CUST97935,15,Express,Rural,No
ORD002624,PROD4908,CUST23968,48,Same-Day,Suburban,No
ORD012737,PROD2840,CUST98378,22,Same-Day,Suburban,No
ORD011723,PROD5498,CUST95137,11,Standard,Suburban,No
ORD007145,PROD3938,CUST13923,16,Same-Day,Suburban,No
ORD010062,PROD9133,CUST19608,17,Express,Rural,No
ORD011364,PROD5565,CUST94794,11,Same-Day,Rural,No
ORD014583,PROD9083,CUST23436,45,Standard,Rural,No
ORD014488,PROD5152,CUST25001,31,Same-Day,Rural,No
ORD009080,PROD7914,CUST81310,49,Standard,Rural,No
ORD009750,PROD3627,CUST19598,29,Express,Rural,No
ORD012155,PROD1287,CUST72053,1,Express,Urban,No
ORD010587,PROD8360,CUST78331,6,Same-Day,Suburban,No
ORD009909,PROD2725,CUST65340,19,Same-Day,Suburban,Yes
ORD012957,PROD7914,CUST55837,47,Standard,Rural,No
ORD001621,PROD8305,CUST15222,24,Express,Rural,No
ORD010590,PROD5346,CUST89369,23,Standard,Suburban,No
ORD009030,PROD3960,CUST11815,18,Express,Suburban,No
ORD012178,PROD9577,CUST68432,2,Same-Day,Suburban,No
ORD005723,PROD6212,CUST59123,38,Standard,Rural,No
ORD006045,PROD8720,CUST29577,34,Express,Rural,No
ORD011247,PROD6929,CUST41998,43,Standard,Rural,Yes
ORD013964,PROD2028,CUST89707,36,Express,Urban,Yes
ORD014877,PROD4360,CUST67782,12,Standard,Urban,No
ORD008541,PROD1217,CUST58277,44,Same-Day,Rural,No
ORD008604,PROD3689,CUST37949,27,Same-Day,Rural,No
ORD011348,PROD6150,CUST48451,25,Standard,Urban,No
ORD009202,PROD9754,CUST97866,36,Express,Urban,No
ORD013568,PROD9786,CUST10005,23,Express,Rural,No
ORD009636,PROD3971,CUST38795,9,Express,Rural,No
ORD002659,PROD8272,CUST67693,25,Express,Rural,No
ORD011479,PROD7750,CUST79108,4,Standard,Rural,No
ORD007428,PROD8688,CUST27938,44,Same-Day,Urban,No
ORD006180,PROD8454,CUST22306,17,Express,Suburban,No
ORD002579,PROD3858,CUST74043,21,Express,Rural,No
ORD013458,PROD9951,CUST94050,30,Same-Day,Suburban,No
ORD013544,PROD7178,CUST18425,29,Express,Urban,No
ORD009972,PROD9597,CUST23170,18,Standard,Urban,No
ORD010411,PROD4418,CUST13792,26,Same-Day,Suburban,No
ORD011706,PROD6109,CUST10912,44,Standard,Rural,Yes
ORD008060,PROD9308,CUST52073,13,Standard,Suburban,No
ORD014279,PROD4352,CUST22592,1,Same-Day,Urban,Yes
ORD005200,PROD7436,CUST86169,15,Express,Urban,No
ORD002830,PROD2646,CUST63193,47,Same-Day,Urban,No
ORD010916,PROD1369,CUST11553,41,Standard,Rural,No
ORD002728,PROD3329,CUST29330,38,Same-Day,Rural,Yes
ORD004847,PROD7484,CUST37016,40,Standard,Rural,No
ORD012294,PROD3606,CUST35129,11,Express,Suburban,No
ORD010709,PROD9487,CUST21180,25,Standard,Rural,No
ORD001927,PROD5571,CUST14560,16,Express,Urban,No
ORD008229,PROD9401,CUST74503,42,Same-Day,Suburban,No
ORD001728,PROD5982,CUST90092,37,Standard,Urban,No
ORD008692,PROD1202,CUST56187,7,Express,Rural,No
ORD002640,PROD3733,CUST76564,37,Express,Urban,No
ORD007732,PROD4103,CUST55950,35,Express,Urban,No
ORD002683,PROD9951,CUST27186,22,Standard,Suburban,No
ORD012657,PROD2219,CUST72410,13,Same-Day,Suburban,No
ORD009136,PROD6716,CUST61981,26,Standard,Rural,No
ORD012056,PROD4632,CUST98371,38,Same-Day,Urban,No
ORD006760,PROD6629,CUST29891,35,Standard,Urban,No
ORD009762,PROD2506,CUST20858,4,Same-Day,Suburban,No
ORD007064,PROD7022,CUST69747,27,Same-Day,Rural,No
ORD005186,PROD6765,CUST55872,29,Standard,Urban,No
ORD012792,PROD4421,CUST20581,41,Same-Day,Rural,No
ORD004397,PROD8317,CUST11927,36,Standard,Rural,No
ORD007628,PROD7751,CUST87195,33,Standard,Rural,No
ORD005436,PROD9608,CUST85478,7,Express,Rural,No
ORD000315,PROD5325,CUST30188,15,Express,Suburban,Yes
ORD005187,PROD6822,CUST96408,37,Same-Day,Urban,No
ORD001513,PROD3449,CUST27990,2,Same-Day,Suburban,No
ORD006350,PROD6503,CUST37019,12,Same-Day,Urban,No
ORD009820,PROD6830,CUST72659,14,Express,Suburban,No
ORD009047,PROD6956,CUST38570,23,Express,Suburban,No
ORD003397,PROD7790,CUST20967,2,Express,Urban,No
ORD011867,PROD8264,CUST83106,32,Standard,Rural,No
ORD003907,PROD9393,CUST99604,33,Same-Day,Urban,No
ORD004690,PROD3071,CUST34211,12,Express,Urban,No
ORD007029,PROD9295,CUST59430,13,Standard,Suburban,No
ORD003389,PROD6343,CUST82594,26,Standard,Rural,No
ORD006472,PROD3286,CUST27130,31,Express,Suburban,No
ORD012469,PROD3770,CUST70275,5,Standard,Urban,No
ORD013377,PROD6754,CUST91349,40,Same-Day,Suburban,No
ORD009682,PROD9785,CUST46894,14,Standard,Suburban,No
ORD014444,PROD1066,CUST48622,6,Same-Day,Suburban,No
ORD007214,PROD2258,CUST34064,31,Express,Urban,Yes
ORD010531,PROD1159,CUST48654,2,Standard,Urban,No
ORD013990,PROD1699,CUST33516,11,Standard,Rural,No
ORD007286,PROD9410,CUST36003,44,Standard,Suburban,No
ORD006837,PROD6185,CUST22637,14,Same-Day,Suburban,No
ORD012855,PROD8722,CUST90012,2,Express,Rural,No
ORD012113,PROD8377,CUST11232,42,Standard,Urban,No
ORD010609,PROD3410,CUST59905,33,Standard,Rural,No
ORD005199,PROD6599,CUST55781,22,Express,Rural,No
ORD011774,PROD6816,CUST94400,9,Same-Day,Suburban,No
ORD005975,PROD9444,CUST23551,13,Express,Rural,No
ORD013600,PROD4096,CUST10025,43,Same-Day,Suburban,No
ORD007161,PROD1723,CUST70264,11,Same-Day,Rural,Yes
ORD005232,PROD3384,CUST41572,27,Standard,Rural,No
ORD002441,PROD4977,CUST64521,44,Express,Rural,No
ORD009621,PROD4678,CUST75333,36,Standard,Urban,No
ORD003955,PROD1769,CUST97744,40,Standard,Rural,Yes
ORD006811,PROD6855,CUST42882,36,Express,Urban,No
ORD011237,PROD6385,CUST92403,2,Express,Urban,No
ORD008649,PROD3535,CUST48918,21,Standard,Urban,No
ORD001741,PROD5961,CUST25952,30,Same-Day,Rural,No
ORD003199,PROD3907,CUST34269,4,Express,Urban,No
ORD012736,PROD2509,CUST89993,29,Standard,Urban,Yes
ORD004025,PROD4937,CUST98495,35,Express,Rural,Yes
ORD002179,PROD3347,CUST98224,13,Same-Day,Urban,No
ORD013998,PROD8608,CUST61139,1,Standard,Urban,No
ORD012534,PROD2196,CUST24066,46,Standard,Rural,No
ORD009619,PROD3778,CUST73232,37,Standard,Rural,No
ORD008770,PROD4458,CUST77230,31,Express,Rural,No
ORD000188,PROD9834,CUST56770,40,Express,Rural,No
ORD009557,PROD5018,CUST29115,32,Same-Day,Urban,No
ORD012786,PROD9848,CUST57630,35,Same-Day,Urban,No
ORD011854,PROD7000,CUST61408,38,Express,Urban,No
ORD009395,PROD2650,CUST95693,21,Standard,Suburban,No
ORD009082,PROD5177,CUST31592,31,Same-Day,Suburban,No
ORD007124,PROD7283,CUST99694,3,Same-Day,Urban,No
ORD005207,PROD4938,CUST47094,39,Standard,Urban,Yes
ORD005656,PROD4908,CUST70356,9,Same-Day,Suburban,Yes
ORD011523,PROD4448,CUST70056,41,Express,Rural,No
ORD007847,PROD2469,CUST10932,45,Same-Day,Rural,Yes
ORD012509,PROD5195,CUST58602,41,Same-Day,Suburban,No
ORD005770,PROD7012,CUST37522,36,Standard,Rural,Yes
ORD010941,PROD5274,CUST26358,27,Standard,Suburban,No
ORD004200,PROD4658,CUST65986,18,Standard,Rural,No
ORD008651,PROD1068,CUST11621,31,Same-Day,Urban,No
ORD002992,PROD9083,CUST94460,18,Same-Day,Rural,No
ORD005172,PROD4258,CUST78806,44,Standard,Urban,No
ORD007165,PROD6907,CUST78633,40,Standard,Suburban,No
ORD012375,PROD1529,CUST85428,42,Standard,Urban,No
ORD003537,PROD7620,CUST34300,10,Same-Day,Urban,No
ORD012467,PROD7192,CUST62632,2,Express,Urban,No
ORD012553,PROD1008,CUST87265,10,Express,Urban,No
ORD009408,PROD6907,CUST31089,2,Same-Day,Suburban,No
ORD005055,PROD9846,CUST26050,27,Same-Day,Urban,No
ORD013593,PROD8142,CUST43675,12,Express,Rural,No
ORD003453,PROD7609,CUST16972,39,Express,Rural,No
ORD006216,PROD8014,CUST87987,10,Express,Urban,No
ORD008985,PROD9005,CUST80108,7,Same-Day,Urban,Yes
ORD003105,PROD3007,CUST77216,5,Same-Day,Urban,No
ORD010611,PROD3461,CUST92363,20,Standard,Suburban,No
ORD008131,PROD8474,CUST87148,14,Same-Day,Rural,No
ORD008434,PROD3297,CUST34062,11,Standard,Urban,No
ORD008991,PROD7260,CUST54258,18,Express,Suburban,No
ORD011185,PROD6337,CUST86940,19,Same-Day,Urban,No
ORD013463,PROD8338,CUST24433,35,Express,Rural,Yes
ORD014309,PROD3707,CUST28568,45,Same-Day,Suburban,No
ORD001470,PROD2680,CUST66090,18,Standard,Urban,No
ORD002127,PROD9835,CUST48549,26,Standard,Rural,No
ORD011195,PROD6488,CUST59798,21,Express,Urban,No
ORD001243,PROD2336,CUST52902,1,Same-Day,Rural,No
ORD012094,PROD6673,CUST82997,46,Same-Day,Rural,Yes
ORD007290,PROD3540,CUST42810,31,Express,Urban,No
ORD008144,PROD9725,CUST21156,6,Same-Day,Urban,No
ORD005741,PROD1190,CUST46016,7,Express,Rural,No
ORD009204,PROD5001,CUST53420,43,Same-Day,Rural,Yes
ORD005015,PROD3534,CUST78209,36,Express,Urban,No
ORD004881,PROD5828,CUST62095,32,Standard,Suburban,No
ORD012754,PROD8439,CUST71282,3,Same-Day,Suburban,No
ORD000923,PROD7226,CUST90523,16,Same-Day,Urban,No
ORD014875,PROD9868,CUST87932,46,Same-Day,Suburban,No
ORD001909,PROD3262,CUST65145,4,Same-Day,Rural,No
ORD002628,PROD7116,CUST61004,42,Express,Rural,No
ORD009445,PROD7864,CUST76183,45,Same-Day,Rural,No
ORD006066,PROD6312,CUST73661,8,Standard,Suburban,No
ORD011335,PROD9326,CUST97595,48,Standard,Suburban,Yes
ORD012870,PROD2002,CUST11349,19,Express,Rural,No
ORD002315,PROD5501,CUST77527,46,Express,Suburban,No
ORD008116,PROD6567,CUST19396,20,Standard,Urban,No
ORD004364,PROD1116,CUST28507,32,Standard,Rural,No
ORD002462,PROD5040,CUST46305,25,Express,Suburban,No
ORD002115,PROD1519,CUST14829,38,Express,Suburban,No
ORD013245,PROD6305,CUST48709,41,Same-Day,Urban,No
