order_id,product_id,warehouse_location,stock_availability,order_qty,timestamp,reorder_level,weights,size
ORD012227,PROD5375,Delhi,106,19,10-01-2024 05:55,81,6.45,Medium
ORD003895,PROD9259,Chennai,363,13,10-01-2024 05:58,185,8.15,Medium
ORD010808,PROD4453,Kolkata,314,15,10-01-2024 05:58,154,1.96,Small
ORD002619,PROD5873,Bangalore,292,16,10-01-2024 06:15,110,8.66,Small
ORD004561,PROD2650,Mumbai,224,19,10-01-2024 06:26,87,7.71,Small
ORD014272,PROD2952,Delhi,270,5,10-01-2024 06:39,100,4.68,Medium
ORD003350,PROD2404,Bangalore,470,1,10-01-2024 06:49,62,9.4,Medium
ORD003126,PROD5835,Chennai,268,17,10-01-2024 07:13,46,9.92,Small
ORD001777,PROD6231,Mumbai,52,4,10-01-2024 07:34,143,4.41,Large
ORD009285,PROD6795,Delhi,469,1,10-01-2024 07:38,98,9.34,Small
ORD006854,PROD9142,Delhi,10,2,10-01-2024 07:47,131,7.49,Large
ORD004678,PROD9584,Kolkata,474,8,10-01-2024 07:49,116,1.43,Large
ORD005369,PROD8514,Hyderabad,437,18,10-01-2024 08:14,77,8.03,Medium
ORD004255,PROD6781,Mumbai,116,7,10-01-2024 08:22,94,8.45,Small
ORD006241,PROD4571,Chennai,260,3,10-01-2024 08:24,12,7.75,Medium
ORD002869,PROD8717,Bangalore,493,13,10-01-2024 08:28,37,8.2,Small
ORD000909,PROD9617,Bangalore,172,6,10-01-2024 08:37,100,8.43,Small
ORD000731,PROD7232,Chennai,390,13,10-01-2024 08:55,135,2.68,Small
ORD000114,PROD9797,Chennai,207,7,10-01-2024 08:57,101,3.12,Large
ORD011139,PROD8867,Kolkata,131,6,10-01-2024 09:01,50,6.7,Large
ORD002982,PROD2415,Chennai,145,19,10-01-2024 09:08,60,9.17,Small
ORD010562,PROD5933,Delhi,67,17,10-01-2024 09:18,133,3.85,Small
ORD003512,PROD4575,Delhi,414,15,10-01-2024 09:48,43,6.29,Small
ORD010828,PROD9306,Chennai,52,11,10-01-2024 09:54,91,7.15,Large
ORD003229,PROD1029,Hyderabad,179,13,10-01-2024 10:07,57,5.07,Large
ORD003854,PROD5783,Kolkata,409,1,10-01-2024 10:09,160,7.42,Large
ORD001983,PROD2465,Chennai,175,15,10-01-2024 10:16,120,9.1,Large
ORD010793,PROD1180,Delhi,299,11,10-01-2024 10:17,194,6.62,Small
ORD007707,PROD8551,Bangalore,257,19,10-01-2024 10:25,163,5.86,Medium
ORD012403,PROD3768,Hyderabad,232,3,10-01-2024 10:44,21,4.95,Small
ORD007960,PROD4696,Hyderabad,41,8,10-01-2024 11:03,16,6.2,Small
ORD008872,PROD2436,Kolkata,142,1,10-01-2024 11:16,179,4.2,Large
ORD006516,PROD9078,Bangalore,169,16,10-01-2024 11:22,50,4.52,Medium
ORD005189,PROD4869,Bangalore,342,3,10-01-2024 11:27,198,5.79,Medium
ORD007079,PROD8027,Hyderabad,480,10,10-01-2024 11:41,22,1.6,Small
ORD007953,PROD6181,Hyderabad,443,19,10-01-2024 11:42,15,3.06,Large
ORD014304,PROD9185,Hyderabad,185,9,10-01-2024 12:22,30,5.89,Medium
ORD014614,PROD9308,Delhi,481,3,10-01-2024 12:31,33,4.88,Medium
ORD000032,PROD2674,Hyderabad,160,19,10-01-2024 12:41,127,4.0,Small
ORD004692,PROD9630,Mumbai,485,15,10-01-2024 12:47,171,7.57,Medium
ORD006608,PROD2273,Bangalore,55,13,10-01-2024 12:48,126,7.24,Medium
ORD014175,PROD7480,Hyderabad,117,2,10-01-2024 12:53,53,2.5,Small
ORD008418,PROD4185,Delhi,18,15,10-01-2024 13:25,78,8.91,Small
ORD009414,PROD4441,Delhi,124,14,10-01-2024 13:38,184,5.46,Small
ORD005427,PROD1953,Bangalore,350,17,10-01-2024 13:45,85,7.67,Large
ORD008213,PROD7700,Bangalore,266,14,10-01-2024 13:52,63,6.16,Large
ORD004982,PROD9747,Hyderabad,423,13,10-01-2024 14:00,134,9.98,Small
ORD014191,PROD9565,Kolkata,324,11,10-01-2024 14:35,190,7.77,Large
ORD000591,PROD2771,Delhi,144,17,10-01-2024 15:00,154,7.36,Large
ORD012434,PROD6942,Bangalore,223,1,10-01-2024 15:07,62,8.01,Medium
ORD008481,PROD2035,Mumbai,24,6,10-01-2024 15:12,95,2.29,Small
ORD009425,PROD2226,Bangalore,238,8,10-01-2024 15:19,43,2.84,Large
ORD008969,PROD2573,Mumbai,215,3,10-01-2024 15:40,181,7.43,Small
ORD010032,PROD9177,Hyderabad,423,12,10-01-2024 15:50,34,5.45,Medium
ORD008282,PROD3102,Bangalore,27,10,10-01-2024 15:56,117,7.79,Large
ORD012291,PROD2812,Hyderabad,277,16,10-01-2024 15:59,80,1.93,Large
ORD014381,PROD4081,Kolkata,136,16,10-01-2024 15:59,35,5.83,Large
ORD010475,PROD9676,Hyderabad,343,14,10-01-2024 16:03,87,5.11,Small
ORD008093,PROD7558,Chennai,286,5,10-01-2024 16:08,165,6.44,Small
ORD003130,PROD1999,Kolkata,443,15,10-01-2024 16:09,196,5.52,Medium
ORD011765,PROD6359,Hyderabad,187,18,10-01-2024 16:17,30,5.38,Medium
ORD014774,PROD9804,Delhi,56,18,10-01-2024 16:52,79,7.95,Small
ORD009534,PROD7039,Hyderabad,446,1,10-01-2024 17:00,26,1.11,Small
ORD009396,PROD8059,Kolkata,427,10,10-01-2024 17:10,146,6.39,Small
ORD006910,PROD2055,Delhi,375,16,10-01-2024 17:38,135,6.09,Medium
ORD007279,PROD7922,Chennai,117,9,10-01-2024 17:39,40,7.45,Large
ORD005298,PROD7481,Hyderabad,456,18,10-01-2024 17:39,196,8.44,Medium
ORD011823,PROD5492,Chennai,72,18,10-01-2024 17:41,198,9.63,Large
ORD006594,PROD5991,Delhi,69,14,10-01-2024 17:43,143,4.08,Medium
ORD009546,PROD5621,Bangalore,428,10,10-01-2024 17:58,108,3.05,Medium
ORD011613,PROD6446,Bangalore,194,16,10-01-2024 18:09,35,4.81,Large
ORD003842,PROD4652,Chennai,253,14,10-01-2024 18:12,182,3.59,Large
ORD000893,PROD4826,Delhi,386,19,10-01-2024 18:22,152,6.53,Small
ORD012937,PROD3126,Kolkata,140,15,10-01-2024 18:29,32,9.78,Medium
ORD007821,PROD9854,Chennai,317,16,10-01-2024 18:36,34,5.42,Medium
ORD002751,PROD4470,Chennai,292,9,10-01-2024 18:55,11,7.51,Small
ORD010438,PROD2805,Chennai,18,18,10-01-2024 18:57,95,8.39,Medium
ORD012160,PROD2829,Kolkata,366,18,10-01-2024 18:57,180,7.47,Large
ORD004283,PROD7732,Kolkata,99,9,10-01-2024 19:05,141,5.82,Large
ORD005913,PROD1931,Bangalore,28,13,10-01-2024 19:26,84,5.29,Large
ORD013265,PROD1340,Bangalore,396,16,10-01-2024 19:36,178,8.55,Medium
ORD006052,PROD6035,Delhi,92,5,10-01-2024 19:36,151,2.85,Large
ORD002726,PROD7434,Hyderabad,283,3,10-01-2024 19:38,196,9.71,Medium
ORD007377,PROD5930,Delhi,236,2,10-01-2024 19:42,132,7.4,Medium
ORD012308,PROD7425,Mumbai,351,19,10-01-2024 19:43,137,2.8,Small
ORD006839,PROD7394,Hyderabad,365,18,10-01-2024 19:52,100,7.63,Small
ORD012829,PROD7801,Hyderabad,7,6,10-01-2024 20:17,52,5.77,Medium
ORD010333,PROD6665,Bangalore,61,16,10-01-2024 20:37,80,7.37,Small
ORD009167,PROD9228,Kolkata,93,18,10-01-2024 21:08,168,7.91,Large
ORD005589,PROD3806,Bangalore,281,19,10-01-2024 21:28,45,1.79,Small
ORD008666,PROD3039,Delhi,374,3,10-01-2024 21:32,96,5.55,Small
ORD008888,PROD7941,Chennai,108,2,10-01-2024 21:41,179,9.39,Large
ORD006194,PROD5597,Delhi,290,6,10-01-2024 21:59,198,3.89,Small
ORD013289,PROD9819,Mumbai,400,15,10-01-2024 21:59,90,6.34,Large
ORD006790,PROD9301,Mumbai,74,12,10-01-2024 22:11,124,4.32,Medium
ORD006003,PROD7294,Kolkata,149,17,10-01-2024 22:15,42,5.09,Medium
ORD001833,PROD7563,Kolkata,86,3,10-01-2024 22:16,41,5.94,Large
ORD007451,PROD9063,Hyderabad,16,5,10-01-2024 22:25,134,2.82,Small
ORD006193,PROD1977,Kolkata,82,8,10-01-2024 22:37,132,7.16,Large
ORD010901,PROD8190,Hyderabad,188,16,10-01-2024 22:40,124,2.25,Large
ORD011161,PROD4018,Hyderabad,324,4,10-01-2024 22:55,111,1.02,Large
ORD002733,PROD2237,Hyderabad,164,17,10-01-2024 23:05,154,2.05,Small
ORD014543,PROD3103,Bangalore,222,18,10-01-2024 23:07,86,5.26,Small
ORD007662,PROD1534,Bangalore,82,6,10-01-2024 23:11,14,6.45,Medium
ORD013779,PROD5968,Kolkata,206,8,10-01-2024 23:18,172,8.15,Medium
ORD004747,PROD5094,Kolkata,495,2,10-01-2024 23:30,183,1.96,Small
ORD013136,PROD2361,Kolkata,131,2,10-01-2024 23:32,20,8.66,Medium
ORD000270,PROD9565,Chennai,385,3,10-01-2024 23:47,169,7.71,Medium
ORD007687,PROD5644,Mumbai,424,2,10-01-2024 23:53,137,4.68,Medium
ORD000294,PROD5002,Hyderabad,159,6,10-01-2024 23:59,33,9.4,Large
ORD005693,PROD8421,Delhi,24,12,11-01-2024 00:03,47,9.92,Large
ORD005295,PROD5025,Hyderabad,227,18,11-01-2024 00:06,70,4.41,Medium
ORD012441,PROD5831,Delhi,108,4,11-01-2024 00:10,36,9.34,Large
ORD010670,PROD2402,Hyderabad,272,8,11-01-2024 00:21,182,7.49,Small
ORD004597,PROD7906,Chennai,295,10,11-01-2024 00:43,91,1.43,Large
ORD012654,PROD8210,Delhi,170,6,11-01-2024 01:06,63,8.03,Large
ORD005928,PROD5528,Bangalore,57,8,11-01-2024 01:21,130,8.45,Large
ORD012538,PROD8240,Chennai,391,3,11-01-2024 01:32,94,7.75,Medium
ORD014619,PROD3654,Delhi,66,5,11-01-2024 01:50,86,8.2,Large
ORD012390,PROD5799,Mumbai,191,12,11-01-2024 01:59,192,8.43,Large
ORD001234,PROD3578,Kolkata,472,11,11-01-2024 02:06,84,2.68,Small
ORD009238,PROD9446,Bangalore,160,2,11-01-2024 02:24,38,3.12,Medium
ORD005052,PROD9591,Hyderabad,259,17,11-01-2024 02:32,96,6.7,Large
ORD009370,PROD7980,Bangalore,420,5,11-01-2024 02:59,125,9.17,Large
ORD013282,PROD6245,Mumbai,204,12,11-01-2024 03:21,185,3.85,Large
ORD011804,PROD8243,Chennai,464,2,11-01-2024 03:30,117,6.29,Large
ORD000689,PROD2647,Mumbai,474,13,11-01-2024 03:48,34,7.15,Small
ORD009106,PROD5055,Chennai,379,6,11-01-2024 04:00,80,5.07,Small
ORD008267,PROD9451,Bangalore,259,9,11-01-2024 04:03,33,7.42,Small
ORD011253,PROD8932,Hyderabad,184,17,11-01-2024 04:04,87,9.1,Small
ORD013398,PROD7141,Bangalore,321,5,11-01-2024 04:15,128,6.62,Small
ORD002972,PROD3938,Bangalore,26,16,11-01-2024 04:18,70,5.86,Large
ORD008792,PROD1050,Kolkata,372,1,11-01-2024 04:31,96,4.95,Large
ORD000726,PROD5066,Delhi,457,16,11-01-2024 04:58,71,6.2,Medium
ORD002929,PROD8034,Chennai,481,7,11-01-2024 05:05,25,4.2,Small
ORD010556,PROD8970,Hyderabad,278,16,11-01-2024 05:08,111,4.52,Small
ORD004863,PROD3521,Mumbai,178,10,11-01-2024 05:21,188,5.79,Large
ORD011839,PROD2356,Delhi,329,1,11-01-2024 05:21,10,1.6,Medium
ORD013473,PROD9048,Hyderabad,235,6,11-01-2024 05:38,126,3.06,Medium
ORD002147,PROD8546,Chennai,378,6,11-01-2024 05:48,52,5.89,Large
ORD006353,PROD6346,Chennai,313,8,11-01-2024 06:16,58,4.88,Medium
ORD003032,PROD3141,Chennai,377,10,11-01-2024 06:23,66,4.0,Small
ORD006497,PROD5979,Mumbai,389,15,11-01-2024 06:28,101,7.57,Large
ORD012766,PROD7998,Mumbai,224,13,11-01-2024 06:31,134,7.24,Medium
ORD007576,PROD3064,Bangalore,312,9,11-01-2024 06:32,27,2.5,Large
ORD005049,PROD7266,Delhi,21,12,11-01-2024 06:33,60,8.91,Large
ORD010249,PROD7126,Delhi,213,3,11-01-2024 06:39,97,5.46,Large
ORD011282,PROD8698,Delhi,101,11,11-01-2024 06:41,162,7.67,Small
ORD001672,PROD5678,Delhi,497,13,11-01-2024 06:52,77,6.16,Large
ORD008702,PROD7993,Chennai,495,3,11-01-2024 06:58,133,9.98,Small
ORD013485,PROD2461,Bangalore,164,13,11-01-2024 07:38,64,7.77,Large
ORD009180,PROD2256,Kolkata,112,4,11-01-2024 07:46,166,7.36,Small
ORD004038,PROD9426,Kolkata,213,8,11-01-2024 07:55,147,8.01,Small
ORD005307,PROD5989,Hyderabad,213,16,11-01-2024 08:15,102,2.29,Small
ORD008295,PROD1380,Hyderabad,34,5,11-01-2024 08:17,166,2.84,Small
ORD003553,PROD6873,Delhi,104,2,11-01-2024 08:29,173,7.43,Medium
ORD003659,PROD3149,Chennai,2,12,11-01-2024 08:39,128,5.45,Medium
ORD006559,PROD6761,Mumbai,128,14,11-01-2024 08:45,110,7.79,Medium
ORD000788,PROD5102,Kolkata,75,5,11-01-2024 08:50,41,1.93,Small
ORD004492,PROD7757,Mumbai,36,10,11-01-2024 08:53,197,5.83,Large
ORD012979,PROD4519,Bangalore,1,6,11-01-2024 08:59,177,5.11,Large
ORD011501,PROD6567,Delhi,329,3,11-01-2024 09:03,178,6.44,Medium
ORD006728,PROD3414,Hyderabad,209,2,11-01-2024 09:07,107,5.52,Large
ORD000669,PROD7971,Hyderabad,179,7,11-01-2024 09:09,80,5.38,Small
ORD010255,PROD5146,Bangalore,304,19,11-01-2024 10:27,154,7.95,Small
ORD000289,PROD9288,Bangalore,125,1,11-01-2024 10:33,12,1.11,Small
ORD005624,PROD4666,Hyderabad,482,15,11-01-2024 10:50,139,6.39,Small
ORD008215,PROD9151,Kolkata,41,7,11-01-2024 10:57,136,6.09,Small
ORD001138,PROD8504,Hyderabad,94,19,11-01-2024 10:57,50,7.45,Large
ORD010220,PROD2506,Chennai,381,10,11-01-2024 10:59,17,8.44,Small
ORD006041,PROD1604,Mumbai,53,17,11-01-2024 11:04,90,9.63,Medium
ORD011810,PROD6381,Hyderabad,274,19,11-01-2024 11:15,153,4.08,Medium
ORD008347,PROD4382,Bangalore,426,12,11-01-2024 11:21,183,3.05,Large
ORD000966,PROD5712,Hyderabad,446,5,11-01-2024 11:22,174,4.81,Large
ORD000187,PROD4510,Mumbai,41,17,11-01-2024 11:28,100,3.59,Medium
ORD014573,PROD5080,Mumbai,332,14,11-01-2024 11:36,36,6.53,Medium
ORD002870,PROD2195,Hyderabad,131,15,11-01-2024 11:37,190,9.78,Medium
ORD009656,PROD2102,Hyderabad,48,16,11-01-2024 11:47,166,5.42,Large
ORD014413,PROD9884,Kolkata,60,7,11-01-2024 11:59,104,7.51,Medium
ORD005018,PROD8542,Hyderabad,268,4,11-01-2024 11:59,41,8.39,Small
ORD002998,PROD7718,Chennai,70,15,11-01-2024 12:03,135,7.47,Medium
ORD002678,PROD9898,Mumbai,110,13,11-01-2024 12:28,112,5.82,Small
ORD014108,PROD6960,Kolkata,45,5,11-01-2024 12:54,127,5.29,Medium
ORD002874,PROD5295,Chennai,481,2,11-01-2024 13:02,179,8.55,Medium
ORD000554,PROD5262,Kolkata,57,10,11-01-2024 13:05,18,2.85,Large
ORD014165,PROD1858,Chennai,110,6,11-01-2024 13:11,15,9.71,Small
ORD012809,PROD7232,Bangalore,484,6,11-01-2024 13:12,70,7.4,Large
ORD003149,PROD7363,Mumbai,171,8,11-01-2024 13:16,107,2.8,Small
ORD009786,PROD2274,Chennai,148,10,11-01-2024 13:18,47,7.63,Large
ORD001077,PROD8285,Bangalore,406,15,11-01-2024 13:31,91,5.77,Small
ORD004029,PROD7248,Bangalore,31,15,11-01-2024 13:45,162,7.37,Small
ORD003234,PROD4619,Kolkata,465,4,11-01-2024 13:54,74,7.91,Medium
ORD006024,PROD9748,Chennai,82,2,11-01-2024 13:57,148,1.79,Small
ORD008118,PROD3925,Mumbai,218,7,11-01-2024 14:05,70,5.55,Large
ORD000022,PROD8359,Hyderabad,308,1,11-01-2024 14:07,133,9.39,Medium
ORD002638,PROD9804,Delhi,334,3,11-01-2024 14:24,191,3.89,Large
ORD003193,PROD8831,Kolkata,359,17,11-01-2024 14:31,170,6.34,Small
ORD005234,PROD6221,Mumbai,355,1,11-01-2024 14:36,186,4.32,Medium
ORD007788,PROD2981,Delhi,430,7,11-01-2024 14:52,10,5.09,Large
ORD001972,PROD3252,Hyderabad,281,6,11-01-2024 15:03,48,5.94,Large
ORD001218,PROD6567,Delhi,311,1,11-01-2024 15:05,141,2.82,Medium
ORD004727,PROD3233,Kolkata,36,9,11-01-2024 15:21,177,7.16,Large
ORD004189,PROD1511,Bangalore,475,13,11-01-2024 15:27,108,2.25,Large
ORD009876,PROD6789,Bangalore,392,6,11-01-2024 15:31,77,1.02,Small
ORD008004,PROD1914,Bangalore,284,16,11-01-2024 15:42,75,2.05,Small
ORD012594,PROD4493,Chennai,188,9,11-01-2024 15:54,63,5.26,Medium
ORD009283,PROD3651,Kolkata,295,4,11-01-2024 15:59,94,6.45,Large
ORD007380,PROD8765,Mumbai,36,13,11-01-2024 16:00,136,8.15,Large
ORD011283,PROD2654,Bangalore,428,4,11-01-2024 16:03,29,1.96,Medium
ORD000746,PROD2229,Bangalore,456,7,11-01-2024 16:06,182,8.66,Large
ORD013623,PROD8190,Bangalore,32,6,11-01-2024 16:07,119,7.71,Medium
ORD006587,PROD6104,Delhi,160,6,11-01-2024 16:17,64,4.68,Small
ORD012039,PROD8593,Bangalore,336,16,11-01-2024 16:23,124,9.4,Small
ORD010492,PROD5513,Chennai,210,4,11-01-2024 16:30,10,9.92,Large
ORD013842,PROD6023,Delhi,64,17,11-01-2024 16:34,26,4.41,Large
ORD001757,PROD9159,Mumbai,1,9,11-01-2024 16:39,86,9.34,Large
ORD014483,PROD2983,Hyderabad,159,16,11-01-2024 16:42,100,7.49,Small
ORD013342,PROD2042,Delhi,298,13,11-01-2024 16:45,80,1.43,Small
ORD001649,PROD8371,Bangalore,140,2,11-01-2024 16:46,17,8.03,Small
ORD012279,PROD5651,Mumbai,309,17,11-01-2024 16:53,195,8.45,Small
ORD011720,PROD6651,Delhi,481,16,11-01-2024 16:55,194,7.75,Medium
ORD011589,PROD7657,Kolkata,495,14,11-01-2024 17:05,169,8.2,Small
ORD001128,PROD8344,Kolkata,234,2,11-01-2024 17:10,188,8.43,Medium
ORD006220,PROD8114,Chennai,35,15,11-01-2024 17:20,161,2.68,Small
ORD001874,PROD9721,Bangalore,112,6,11-01-2024 17:36,116,3.12,Small
ORD005115,PROD4271,Bangalore,178,6,11-01-2024 18:07,114,6.7,Medium
ORD005275,PROD3901,Delhi,133,1,11-01-2024 18:13,35,9.17,Large
ORD006708,PROD3764,Kolkata,50,4,11-01-2024 18:26,28,3.85,Medium
ORD003142,PROD6883,Bangalore,380,6,11-01-2024 18:27,123,6.29,Small
ORD010619,PROD5828,Kolkata,50,14,11-01-2024 18:29,119,7.15,Small
ORD003062,PROD2964,Delhi,482,11,11-01-2024 18:42,93,5.07,Medium
ORD010899,PROD3258,Bangalore,187,9,11-01-2024 18:45,132,7.42,Small
ORD013154,PROD2924,Kolkata,124,4,11-01-2024 18:46,136,9.1,Small
ORD011691,PROD8583,Kolkata,19,7,11-01-2024 18:52,125,6.62,Large
ORD006801,PROD1739,Hyderabad,413,13,11-01-2024 19:10,98,5.86,Small
ORD014551,PROD5501,Delhi,266,17,11-01-2024 19:15,174,4.95,Medium
ORD007403,PROD1606,Hyderabad,378,7,11-01-2024 19:26,96,6.2,Small
ORD012184,PROD1627,Hyderabad,40,19,11-01-2024 19:39,40,4.2,Small
ORD009878,PROD2165,Chennai,409,13,11-01-2024 19:49,38,4.52,Large
ORD011581,PROD2633,Mumbai,98,2,11-01-2024 19:53,148,5.79,Small
ORD010048,PROD3664,Mumbai,177,18,11-01-2024 19:57,84,1.6,Small
ORD007181,PROD1894,Chennai,212,13,11-01-2024 20:10,137,3.06,Medium
ORD002282,PROD6770,Chennai,222,3,11-01-2024 20:10,111,5.89,Large
ORD001711,PROD2208,Delhi,254,4,11-01-2024 20:15,111,4.88,Small
ORD012448,PROD4734,Hyderabad,388,9,11-01-2024 20:29,32,4.0,Large
ORD003992,PROD6285,Bangalore,16,5,11-01-2024 20:34,123,7.57,Small
ORD001329,PROD5193,Hyderabad,25,16,11-01-2024 20:36,37,7.24,Large
ORD006444,PROD7462,Delhi,58,12,11-01-2024 20:40,131,2.5,Small
ORD012058,PROD4852,Bangalore,134,4,11-01-2024 20:47,170,8.91,Medium
ORD001039,PROD7242,Mumbai,456,12,11-01-2024 20:54,93,5.46,Large
ORD009233,PROD4490,Delhi,81,17,11-01-2024 20:56,180,7.67,Large
ORD009953,PROD8046,Hyderabad,245,9,11-01-2024 21:00,165,6.16,Medium
ORD003964,PROD8259,Chennai,370,7,11-01-2024 21:01,22,9.98,Large
ORD005527,PROD4311,Mumbai,33,8,11-01-2024 21:19,46,7.77,Small
ORD014879,PROD8154,Bangalore,258,11,11-01-2024 21:38,92,7.36,Small
ORD009346,PROD9230,Bangalore,272,8,11-01-2024 21:47,119,8.01,Large
ORD007519,PROD7101,Delhi,121,14,11-01-2024 21:51,21,2.29,Small
ORD014427,PROD6627,Bangalore,390,17,11-01-2024 21:59,37,2.84,Small
ORD004183,PROD4218,Hyderabad,212,5,11-01-2024 22:08,152,7.43,Small
ORD014866,PROD2644,Mumbai,143,8,11-01-2024 22:20,34,5.45,Medium
ORD000438,PROD4501,Kolkata,26,8,11-01-2024 22:23,22,7.79,Medium
ORD007786,PROD5225,Mumbai,398,8,11-01-2024 22:24,39,1.93,Medium
ORD013329,PROD5991,Mumbai,52,16,11-01-2024 22:25,17,5.83,Small
ORD000874,PROD9318,Kolkata,345,15,11-01-2024 22:26,57,5.11,Medium
ORD014050,PROD4545,Bangalore,37,17,11-01-2024 22:40,143,6.44,Medium
ORD007780,PROD7388,Mumbai,179,15,11-01-2024 22:44,118,5.52,Small
ORD005380,PROD8239,Kolkata,4,19,11-01-2024 22:53,181,5.38,Large
ORD010555,PROD5216,Delhi,158,19,11-01-2024 23:00,118,7.95,Large
ORD013139,PROD8955,Delhi,76,17,11-01-2024 23:11,190,1.11,Small
ORD001760,PROD5949,Kolkata,196,5,11-01-2024 23:27,166,6.39,Medium
ORD011958,PROD2713,Bangalore,164,3,11-01-2024 23:41,69,6.09,Small
ORD000246,PROD4566,Mumbai,410,6,11-01-2024 23:48,104,7.45,Large
ORD002258,PROD4328,Bangalore,393,2,11-01-2024 23:55,136,8.44,Medium
ORD009383,PROD5046,Bangalore,25,3,12-01-2024 00:02,92,9.63,Large
ORD012440,PROD8206,Bangalore,84,13,12-01-2024 00:07,121,4.08,Small
ORD007865,PROD6381,Kolkata,146,19,12-01-2024 00:07,47,3.05,Small
ORD001015,PROD9697,Chennai,98,15,12-01-2024 00:11,98,4.81,Small
ORD012207,PROD7131,Hyderabad,212,8,12-01-2024 00:12,144,3.59,Large
ORD013540,PROD7704,Chennai,469,11,12-01-2024 00:18,134,6.53,Medium
ORD007929,PROD1378,Delhi,170,8,12-01-2024 00:24,80,9.78,Medium
ORD008979,PROD7619,Kolkata,432,12,12-01-2024 00:24,169,5.42,Small
ORD013545,PROD5556,Delhi,141,3,12-01-2024 00:42,193,7.51,Medium
ORD000477,PROD8612,Hyderabad,190,4,12-01-2024 00:42,156,8.39,Medium
ORD000805,PROD6700,Delhi,378,3,12-01-2024 00:48,101,7.47,Small
ORD009671,PROD7782,Hyderabad,70,9,12-01-2024 01:01,97,5.82,Large
ORD013563,PROD6363,Bangalore,208,14,12-01-2024 01:05,191,5.29,Medium
ORD011168,PROD5244,Delhi,371,8,12-01-2024 01:13,85,8.55,Small
ORD002201,PROD8758,Kolkata,36,2,12-01-2024 01:25,136,2.85,Large
ORD012916,PROD8609,Bangalore,245,5,12-01-2024 01:36,57,9.71,Small
ORD007252,PROD7535,Delhi,295,2,12-01-2024 01:39,127,7.4,Small
ORD013722,PROD3315,Mumbai,9,18,12-01-2024 02:07,160,2.8,Medium
ORD008600,PROD2280,Bangalore,318,2,12-01-2024 02:37,192,7.63,Small
ORD000213,PROD3296,Bangalore,283,10,12-01-2024 02:38,192,5.77,Large
ORD007043,PROD4278,Mumbai,386,16,12-01-2024 03:08,110,7.37,Small
ORD000178,PROD4750,Kolkata,217,4,12-01-2024 04:02,156,7.91,Medium
ORD011369,PROD3766,Kolkata,70,17,12-01-2024 04:43,119,1.79,Small
ORD000619,PROD3885,Kolkata,236,17,12-01-2024 05:07,84,5.55,Small
ORD001256,PROD2816,Chennai,108,3,12-01-2024 05:18,53,9.39,Large
ORD012071,PROD4460,Bangalore,282,10,12-01-2024 05:21,49,3.89,Small
ORD005410,PROD6289,Kolkata,221,1,12-01-2024 05:42,115,6.34,Large
ORD000048,PROD2139,Mumbai,445,18,12-01-2024 05:47,158,4.32,Small
ORD000054,PROD2654,Delhi,243,8,12-01-2024 05:51,63,5.09,Large
ORD011038,PROD9870,Chennai,425,11,12-01-2024 05:53,91,5.94,Small
ORD003476,PROD9008,Hyderabad,289,16,12-01-2024 06:09,198,2.82,Large
ORD000743,PROD3573,Bangalore,163,12,12-01-2024 06:31,109,7.16,Large
ORD004527,PROD1108,Delhi,300,9,12-01-2024 06:34,69,2.25,Small
ORD000718,PROD7565,Kolkata,241,15,12-01-2024 06:46,64,1.02,Large
ORD004153,PROD8960,Chennai,324,14,12-01-2024 06:47,22,2.05,Small
ORD014530,PROD8449,Bangalore,218,6,12-01-2024 07:10,79,5.26,Large
ORD006122,PROD6929,Bangalore,344,1,12-01-2024 07:28,158,6.45,Small
ORD004418,PROD1618,Delhi,454,9,12-01-2024 07:41,58,8.15,Large
ORD002598,PROD5560,Delhi,130,8,12-01-2024 07:42,130,1.96,Small
ORD002404,PROD5037,Hyderabad,11,6,12-01-2024 08:00,191,8.66,Medium
ORD008826,PROD9520,Mumbai,128,6,12-01-2024 08:08,159,7.71,Medium
ORD008646,PROD3238,Kolkata,113,7,12-01-2024 08:09,170,4.68,Medium
ORD002475,PROD6484,Mumbai,424,7,12-01-2024 08:09,181,9.4,Small
ORD013768,PROD3467,Hyderabad,433,5,12-01-2024 08:15,141,9.92,Small
ORD011731,PROD4319,Delhi,414,6,12-01-2024 08:26,77,4.41,Large
ORD012906,PROD3591,Mumbai,124,5,12-01-2024 08:37,195,9.34,Medium
ORD014353,PROD8458,Kolkata,131,6,12-01-2024 08:39,132,7.49,Small
ORD010522,PROD1208,Mumbai,71,13,12-01-2024 08:41,19,1.43,Medium
ORD014030,PROD5549,Hyderabad,432,16,12-01-2024 08:42,134,8.03,Small
ORD007456,PROD4845,Mumbai,336,18,12-01-2024 08:43,53,8.45,Medium
ORD005497,PROD6793,Bangalore,155,7,12-01-2024 09:06,65,7.75,Medium
ORD009415,PROD7292,Hyderabad,80,6,12-01-2024 09:23,39,8.2,Large
ORD008905,PROD3415,Mumbai,297,10,12-01-2024 09:28,123,8.43,Large
ORD007520,PROD7799,Bangalore,431,17,12-01-2024 09:45,99,2.68,Medium
ORD000452,PROD1400,Bangalore,34,15,12-01-2024 09:53,56,3.12,Large
ORD005348,PROD7235,Kolkata,24,5,12-01-2024 09:57,50,6.7,Large
ORD009871,PROD5843,Kolkata,166,10,12-01-2024 10:08,175,9.17,Large
ORD006965,PROD7388,Chennai,31,12,12-01-2024 10:10,155,3.85,Large
