order_id,product_id,warehouse_location,stock_availability,order_qty,timestamp,reorder_level,weights,size,product_category,seasonality_factor,day_of_week,holiday_event(yes/no),discount(%),customer_id,order_history,delivery_preference,locations,returns/refunds,weather_condition,temperature,traffic_level,fuel_price_index,economic_conditions,warehouse_id,warehouse_size
ORD012794,PROD5963,Mumbai,409,13,16-01-2024 21:10,154,5.89,Medium,Electronics,Peak,Tuesday,No,27,CUST84948,11,Express,Rural,No,Stormy,21,Severe,113.13,Recession,WAR0012,1500
ORD001289,PROD8532,Hyderabad,69,16,16-01-2024 21:34,146,4.88,Large,Electronics,Normal,Tuesday,Yes,13,CUST20034,1,Standard,Rural,No,Sunny,38,Low,117.24,Stable,WAR0010,1500
ORD008772,PROD1118,Mumbai,91,2,16-01-2024 21:35,111,4.0,Large,Groceries,Peak,Tuesday,No,41,CUST88065,30,Express,Rural,No,Cloudy,23,High,109.44,Inflation,WAR0002,1500
ORD010787,PROD3427,Bangalore,319,7,16-01-2024 21:38,145,7.57,Small,Electronics,Normal,Tuesday,No,18,CUST45371,16,Express,Rural,No,Cloudy,27,Moderate,96.09,Stable,WAR0008,1500
ORD010490,PROD9718,Delhi,213,6,16-01-2024 21:39,49,7.24,Large,Clothing,Off-Peak,Tuesday,No,40,CUST31519,30,Standard,Suburban,No,Rainy,35,Moderate,96.86,Recession,WAR0009,1500
ORD000623,PROD8921,Mumbai,188,15,16-01-2024 21:46,197,2.5,Large,Electronics,Off-Peak,Tuesday,No,9,CUST20831,1,Express,Rural,No,Stormy,13,Low,108.71,Inflation,WAR0012,1500
ORD000799,PROD5557,Hyderabad,372,18,16-01-2024 21:54,72,8.91,Small,Clothing,Festival,Tuesday,No,33,CUST37766,28,Standard,Rural,Yes,Sunny,39,Moderate,114.12,Recession,WAR0007,1500
ORD001115,PROD6869,Chennai,183,17,16-01-2024 22:02,72,5.46,Small,Clothing,Normal,Tuesday,No,48,CUST90601,9,Standard,Rural,No,Stormy,20,Moderate,111.23,Inflation,WAR0012,1500
ORD007725,PROD6060,Delhi,490,13,16-01-2024 22:02,47,7.67,Large,Pharmaceuticals,Normal,Tuesday,No,20,CUST76602,48,Standard,Rural,No,Sunny,30,Severe,105.3,Inflation,WAR0011,1500
ORD012606,PROD3562,Kolkata,393,7,16-01-2024 22:25,181,6.16,Large,Clothing,Normal,Tuesday,No,38,CUST28450,12,Express,Rural,No,Stormy,37,High,108.32,Stable,WAR0005,1500
ORD014655,PROD4091,Kolkata,259,8,16-01-2024 22:29,124,9.98,Large,Electronics,Peak,Tuesday,No,35,CUST71643,44,Express,Urban,No,Rainy,15,Moderate,118.06,Inflation,WAR0004,1500
ORD011072,PROD9115,Delhi,494,14,16-01-2024 22:44,162,7.77,Small,Pharmaceuticals,Normal,Tuesday,No,30,CUST65114,7,Express,Rural,No,Cloudy,24,Severe,100.76,Stable,WAR0007,1500
ORD004572,PROD6995,Mumbai,201,1,16-01-2024 22:45,163,7.36,Medium,Furniture,Peak,Tuesday,Yes,19,CUST69866,22,Same-Day,Urban,No,Cloudy,24,Moderate,111.74,Recession,WAR0008,1500
ORD013214,PROD6521,Mumbai,306,17,16-01-2024 22:51,146,8.01,Medium,Groceries,Peak,Tuesday,No,23,CUST64097,3,Standard,Rural,Yes,Cloudy,22,Severe,109.36,Stable,WAR0006,1500
ORD012169,PROD2549,Kolkata,322,4,16-01-2024 23:08,166,2.29,Large,Groceries,Festival,Tuesday,Yes,8,CUST74837,17,Same-Day,Suburban,No,Cloudy,38,Moderate,101.51,Inflation,WAR0004,1500
ORD011191,PROD3344,Mumbai,284,19,16-01-2024 23:14,123,2.84,Small,Groceries,Peak,Tuesday,No,13,CUST75666,35,Standard,Rural,No,Stormy,26,Low,113.19,Stable,WAR0011,1500
ORD009187,PROD9074,Chennai,84,6,16-01-2024 23:14,24,7.43,Medium,Electronics,Peak,Tuesday,No,12,CUST67674,27,Same-Day,Urban,No,Rainy,36,Severe,101.07,Stable,WAR0006,1500
ORD009943,PROD9930,Kolkata,257,5,16-01-2024 23:49,64,5.45,Large,Groceries,Festival,Tuesday,No,32,CUST96670,2,Express,Suburban,Yes,Sunny,29,Severe,106.17,Stable,WAR0005,1500
ORD003042,PROD4827,Mumbai,292,9,16-01-2024 23:52,54,7.79,Large,Pharmaceuticals,Off-Peak,Tuesday,No,18,CUST73699,10,Express,Rural,No,Stormy,33,Moderate,93.57,Stable,WAR0009,1500
ORD001844,PROD3108,Chennai,97,6,17-01-2024 00:17,103,1.93,Small,Furniture,Festival,Wednesday,Yes,7,CUST49413,34,Standard,Suburban,Yes,Stormy,37,Severe,91.84,Inflation,WAR0006,1500
ORD013335,PROD9841,Mumbai,113,14,17-01-2024 00:29,117,5.83,Small,Furniture,Peak,Wednesday,No,41,CUST50524,16,Same-Day,Rural,No,Stormy,39,High,90.89,Inflation,WAR0004,1500
ORD002310,PROD9719,Hyderabad,241,8,17-01-2024 00:32,138,5.11,Medium,Groceries,Normal,Wednesday,No,13,CUST79540,47,Same-Day,Urban,Yes,Cloudy,29,Moderate,113.04,Recession,WAR0008,1500
ORD012726,PROD8163,Bangalore,292,12,17-01-2024 00:43,102,6.44,Small,Electronics,Festival,Wednesday,No,37,CUST54839,37,Express,Suburban,No,Sunny,34,Moderate,90.49,Inflation,WAR0003,1500
ORD005498,PROD2084,Mumbai,425,19,17-01-2024 00:45,63,5.52,Medium,Groceries,Off-Peak,Wednesday,No,25,CUST68721,18,Express,Urban,No,Rainy,29,Moderate,106.11,Inflation,WAR0006,1500
ORD006711,PROD4261,Delhi,49,6,17-01-2024 00:53,19,5.38,Small,Furniture,Normal,Wednesday,No,46,CUST10833,2,Express,Urban,No,Cloudy,11,Low,106.63,Stable,WAR0008,1500
ORD008208,PROD6511,Chennai,267,1,17-01-2024 00:58,23,7.95,Medium,Pharmaceuticals,Peak,Wednesday,No,15,CUST69774,39,Same-Day,Urban,No,Rainy,32,Low,95.34,Recession,WAR0011,1500
ORD014450,PROD2915,Delhi,267,1,17-01-2024 01:02,165,1.11,Medium,Groceries,Peak,Wednesday,No,24,CUST86752,18,Standard,Rural,No,Sunny,30,Low,91.94,Stable,WAR0001,1500
ORD008407,PROD5141,Chennai,441,17,17-01-2024 01:06,146,6.39,Medium,Pharmaceuticals,Festival,Wednesday,No,25,CUST95116,17,Express,Suburban,No,Rainy,13,High,111.69,Recession,WAR0001,1500
ORD012447,PROD5215,Bangalore,309,19,17-01-2024 01:51,10,6.09,Large,Pharmaceuticals,Festival,Wednesday,Yes,33,CUST17122,46,Standard,Suburban,No,Sunny,10,High,103.86,Inflation,WAR0011,1500
ORD003133,PROD7275,Chennai,26,2,17-01-2024 02:09,162,7.45,Large,Groceries,Festival,Wednesday,No,13,CUST49808,15,Same-Day,Suburban,No,Sunny,34,Low,113.41,Inflation,WAR0005,1500
ORD007679,PROD5816,Bangalore,73,19,17-01-2024 03:07,131,8.44,Small,Furniture,Off-Peak,Wednesday,No,26,CUST47639,38,Same-Day,Urban,Yes,Rainy,33,Severe,103.56,Inflation,WAR0010,1500
ORD010598,PROD1673,Delhi,197,14,17-01-2024 03:18,88,9.63,Large,Groceries,Normal,Wednesday,No,12,CUST65363,36,Standard,Rural,No,Rainy,20,Severe,115.04,Inflation,WAR0009,1500
ORD000816,PROD1601,Mumbai,185,13,17-01-2024 03:23,106,4.08,Large,Groceries,Off-Peak,Wednesday,No,47,CUST94611,4,Standard,Suburban,No,Sunny,26,High,107.59,Recession,WAR0003,1500
ORD009793,PROD9873,Hyderabad,380,8,17-01-2024 03:33,75,3.05,Large,Clothing,Peak,Wednesday,No,4,CUST56986,6,Same-Day,Rural,No,Rainy,12,Severe,112.08,Recession,WAR0002,1500
ORD000078,PROD7572,Kolkata,427,2,17-01-2024 03:49,139,4.81,Large,Furniture,Normal,Wednesday,No,7,CUST47163,25,Standard,Suburban,No,Sunny,13,High,94.82,Inflation,WAR0011,1500
ORD014575,PROD7345,Delhi,496,5,17-01-2024 04:03,16,3.59,Medium,Electronics,Festival,Wednesday,Yes,43,CUST59854,8,Standard,Urban,No,Sunny,10,Moderate,119.65,Stable,WAR0006,1500
ORD010103,PROD8045,Hyderabad,8,3,17-01-2024 04:11,89,6.53,Medium,Clothing,Normal,Wednesday,No,49,CUST22664,25,Standard,Suburban,No,Sunny,18,High,109.27,Recession,WAR0011,1500
ORD009157,PROD5380,Kolkata,13,17,17-01-2024 04:26,164,9.78,Large,Groceries,Festival,Wednesday,No,19,CUST65588,29,Same-Day,Urban,No,Sunny,27,Moderate,119.94,Recession,WAR0006,1500
ORD001560,PROD4950,Delhi,28,19,17-01-2024 04:37,78,5.42,Small,Furniture,Normal,Wednesday,No,35,CUST98458,11,Same-Day,Urban,No,Cloudy,36,Moderate,107.78,Stable,WAR0011,1500
ORD003926,PROD5684,Delhi,20,7,17-01-2024 04:54,148,7.51,Small,Groceries,Festival,Wednesday,Yes,18,CUST45681,18,Standard,Urban,No,Stormy,23,Moderate,103.96,Inflation,WAR0006,1500
ORD013356,PROD7611,Chennai,158,4,17-01-2024 04:57,24,8.39,Small,Clothing,Normal,Wednesday,No,29,CUST26574,6,Express,Urban,No,Sunny,27,High,97.93,Inflation,WAR0008,1500
ORD002085,PROD8239,Chennai,436,9,17-01-2024 04:59,78,7.47,Medium,Electronics,Festival,Wednesday,No,3,CUST99688,28,Standard,Rural,No,Sunny,34,Low,101.75,Inflation,WAR0008,1500
ORD001992,PROD9116,Delhi,371,14,17-01-2024 05:04,177,5.82,Medium,Groceries,Peak,Wednesday,No,36,CUST24262,17,Same-Day,Urban,No,Cloudy,16,High,94.95,Inflation,WAR0012,1500
ORD012177,PROD4999,Delhi,361,4,17-01-2024 05:18,31,5.29,Medium,Pharmaceuticals,Peak,Wednesday,Yes,9,CUST83690,10,Same-Day,Suburban,No,Rainy,12,Moderate,111.25,Stable,WAR0009,1500
ORD010595,PROD5526,Hyderabad,486,15,17-01-2024 05:26,44,8.55,Large,Pharmaceuticals,Normal,Wednesday,No,42,CUST79334,5,Standard,Suburban,No,Cloudy,34,Severe,119.42,Inflation,WAR0005,1500
ORD009423,PROD8303,Mumbai,128,1,17-01-2024 05:26,15,2.85,Large,Furniture,Off-Peak,Wednesday,No,9,CUST34345,4,Standard,Urban,Yes,Stormy,19,High,103.58,Inflation,WAR0007,1500
ORD013205,PROD7652,Chennai,47,18,17-01-2024 05:28,160,9.71,Small,Furniture,Peak,Wednesday,No,5,CUST29846,25,Standard,Rural,No,Cloudy,19,Moderate,109.82,Inflation,WAR0001,1500
ORD008675,PROD7032,Delhi,347,2,17-01-2024 05:30,169,7.4,Large,Clothing,Normal,Wednesday,No,32,CUST57844,47,Standard,Rural,No,Cloudy,33,Severe,112.3,Stable,WAR0007,1500
ORD012953,PROD9468,Hyderabad,270,11,17-01-2024 06:14,149,2.8,Small,Furniture,Off-Peak,Wednesday,Yes,39,CUST82398,44,Standard,Suburban,Yes,Cloudy,39,High,103.48,Inflation,WAR0002,1500
ORD003829,PROD7609,Chennai,136,11,17-01-2024 06:21,80,7.63,Large,Furniture,Off-Peak,Wednesday,Yes,19,CUST26549,33,Same-Day,Suburban,Yes,Stormy,11,Moderate,104.74,Recession,WAR0004,1500
ORD008433,PROD8171,Bangalore,154,17,17-01-2024 06:25,149,5.77,Medium,Pharmaceuticals,Peak,Wednesday,No,46,CUST99124,6,Same-Day,Rural,No,Rainy,21,Low,107.05,Recession,WAR0012,1500
ORD003601,PROD3897,Kolkata,173,4,17-01-2024 06:29,197,7.37,Large,Groceries,Peak,Wednesday,No,32,CUST84856,35,Express,Suburban,No,Sunny,23,High,118.83,Stable,WAR0003,1500
ORD001045,PROD6374,Bangalore,259,9,17-01-2024 06:31,93,7.91,Small,Furniture,Peak,Wednesday,Yes,0,CUST24168,31,Standard,Rural,No,Sunny,29,Severe,94.6,Inflation,WAR0001,1500
ORD001170,PROD8430,Bangalore,232,4,17-01-2024 06:32,73,1.79,Large,Pharmaceuticals,Festival,Wednesday,No,24,CUST59864,5,Express,Rural,No,Stormy,11,High,110.6,Inflation,WAR0010,1500
ORD013968,PROD8046,Mumbai,106,1,17-01-2024 06:32,94,5.55,Medium,Electronics,Normal,Wednesday,Yes,8,CUST39253,23,Standard,Suburban,No,Stormy,19,Severe,104.3,Inflation,WAR0006,1500
ORD001183,PROD2398,Kolkata,46,3,17-01-2024 06:43,114,9.39,Large,Furniture,Off-Peak,Wednesday,Yes,5,CUST61856,44,Express,Urban,No,Stormy,38,High,113.05,Stable,WAR0001,1500
ORD010948,PROD6400,Kolkata,165,10,17-01-2024 06:49,18,3.89,Large,Furniture,Off-Peak,Wednesday,Yes,47,CUST41934,37,Same-Day,Rural,No,Stormy,18,High,109.24,Inflation,WAR0009,1500
ORD012454,PROD5250,Delhi,98,15,17-01-2024 06:49,195,6.34,Small,Pharmaceuticals,Normal,Wednesday,No,43,CUST29427,4,Same-Day,Suburban,No,Rainy,13,Moderate,105.02,Inflation,WAR0006,1500
ORD008910,PROD6060,Hyderabad,267,15,17-01-2024 07:30,133,4.32,Large,Pharmaceuticals,Off-Peak,Wednesday,Yes,22,CUST29359,18,Same-Day,Suburban,No,Rainy,35,Moderate,105.71,Recession,WAR0010,1500
ORD002528,PROD3725,Chennai,122,8,17-01-2024 07:31,153,5.09,Large,Clothing,Off-Peak,Wednesday,No,23,CUST58646,34,Standard,Urban,No,Cloudy,37,Severe,117.11,Recession,WAR0001,1500
ORD010388,PROD6274,Delhi,236,12,17-01-2024 07:57,102,5.94,Large,Groceries,Off-Peak,Wednesday,Yes,16,CUST53881,23,Express,Urban,No,Sunny,34,Severe,97.91,Recession,WAR0012,1500
ORD000971,PROD6661,Mumbai,460,6,17-01-2024 08:01,107,2.82,Medium,Furniture,Peak,Wednesday,No,16,CUST25663,45,Same-Day,Rural,No,Rainy,29,Low,105.05,Stable,WAR0011,1500
ORD007823,PROD5016,Hyderabad,220,11,17-01-2024 08:13,20,7.16,Medium,Furniture,Festival,Wednesday,Yes,29,CUST18947,39,Standard,Suburban,No,Rainy,37,High,117.21,Inflation,WAR0009,1500
ORD002936,PROD8457,Chennai,42,1,17-01-2024 08:22,35,2.25,Small,Furniture,Off-Peak,Wednesday,Yes,41,CUST17131,39,Standard,Urban,No,Sunny,32,High,115.81,Stable,WAR0004,1500
ORD012100,PROD3109,Mumbai,469,11,17-01-2024 08:23,107,1.02,Medium,Furniture,Peak,Wednesday,No,22,CUST25832,24,Express,Rural,No,Rainy,34,Low,115.7,Stable,WAR0006,1500
ORD007166,PROD8046,Delhi,267,4,17-01-2024 08:23,133,2.05,Large,Pharmaceuticals,Off-Peak,Wednesday,No,48,CUST33136,34,Same-Day,Suburban,No,Cloudy,24,Severe,96.22,Stable,WAR0010,1500
ORD014685,PROD1453,Delhi,15,7,17-01-2024 08:30,156,5.26,Large,Furniture,Festival,Wednesday,No,48,CUST93518,1,Express,Urban,No,Cloudy,16,Severe,109.11,Inflation,WAR0004,1500
ORD005759,PROD6821,Delhi,377,3,17-01-2024 08:40,150,6.45,Medium,Furniture,Normal,Wednesday,No,34,CUST43321,5,Same-Day,Suburban,No,Cloudy,35,High,93.64,Recession,WAR0001,1500
ORD005084,PROD3209,Mumbai,305,8,17-01-2024 08:47,115,8.15,Medium,Electronics,Festival,Wednesday,No,13,CUST12237,25,Express,Suburban,No,Rainy,35,Low,108.86,Inflation,WAR0011,1500
ORD011392,PROD5309,Chennai,10,17,17-01-2024 09:10,175,1.96,Medium,Clothing,Peak,Wednesday,No,14,CUST63880,11,Same-Day,Urban,No,Stormy,31,Moderate,93.86,Recession,WAR0008,1500
ORD014902,PROD5762,Bangalore,141,5,17-01-2024 09:15,157,8.66,Large,Pharmaceuticals,Off-Peak,Wednesday,No,17,CUST45341,33,Standard,Rural,No,Rainy,26,Severe,104.38,Recession,WAR0004,1500
ORD011824,PROD1937,Mumbai,416,4,17-01-2024 09:18,94,7.71,Medium,Electronics,Off-Peak,Wednesday,No,38,CUST86546,48,Standard,Suburban,Yes,Rainy,37,Moderate,95.08,Inflation,WAR0003,1500
ORD003174,PROD4875,Delhi,54,14,17-01-2024 09:49,30,4.68,Small,Electronics,Peak,Wednesday,No,0,CUST47198,4,Express,Suburban,No,Sunny,36,Moderate,94.54,Stable,WAR0007,1500
ORD007167,PROD5635,Bangalore,320,11,17-01-2024 09:52,125,9.4,Large,Furniture,Off-Peak,Wednesday,No,35,CUST21390,4,Standard,Rural,Yes,Sunny,11,Moderate,94.91,Inflation,WAR0001,1500
ORD000445,PROD6491,Bangalore,447,6,17-01-2024 10:00,69,9.92,Large,Electronics,Peak,Wednesday,Yes,34,CUST81986,37,Same-Day,Rural,No,Rainy,23,Severe,92.93,Stable,WAR0010,1500
ORD013042,PROD4707,Chennai,185,8,17-01-2024 10:03,126,4.41,Large,Furniture,Peak,Wednesday,No,23,CUST67654,27,Standard,Suburban,No,Stormy,39,Low,91.62,Stable,WAR0003,1500
ORD011377,PROD1422,Bangalore,25,4,17-01-2024 10:29,168,9.34,Small,Pharmaceuticals,Festival,Wednesday,No,43,CUST33467,16,Standard,Rural,No,Rainy,31,Moderate,99.91,Recession,WAR0004,1500
ORD007737,PROD9713,Chennai,473,14,17-01-2024 10:49,108,7.49,Small,Groceries,Peak,Wednesday,No,11,CUST80730,5,Same-Day,Urban,No,Sunny,30,Severe,93.87,Recession,WAR0002,1500
ORD009910,PROD5762,Bangalore,17,8,17-01-2024 10:57,180,1.43,Small,Furniture,Off-Peak,Wednesday,No,45,CUST62683,19,Same-Day,Rural,No,Rainy,25,Moderate,100.35,Recession,WAR0012,1500
ORD005651,PROD5949,Mumbai,68,15,17-01-2024 10:57,141,8.03,Large,Electronics,Off-Peak,Wednesday,No,22,CUST93447,28,Express,Rural,No,Cloudy,12,Low,114.66,Stable,WAR0006,1500
ORD011888,PROD4041,Mumbai,197,14,17-01-2024 11:11,34,8.45,Large,Clothing,Off-Peak,Wednesday,No,36,CUST71081,22,Standard,Urban,No,Cloudy,23,Low,118.51,Inflation,WAR0002,1500
ORD009531,PROD8308,Bangalore,214,5,17-01-2024 11:40,181,7.75,Large,Clothing,Normal,Wednesday,No,47,CUST35739,21,Express,Suburban,No,Stormy,31,Moderate,98.58,Stable,WAR0011,1500
ORD013587,PROD1623,Mumbai,14,10,17-01-2024 12:14,19,8.2,Large,Furniture,Peak,Wednesday,No,15,CUST54748,2,Express,Suburban,No,Sunny,23,Moderate,114.81,Inflation,WAR0008,1500
ORD004176,PROD8978,Bangalore,376,15,17-01-2024 12:32,174,8.43,Small,Pharmaceuticals,Normal,Wednesday,Yes,25,CUST33105,2,Express,Urban,No,Cloudy,32,Moderate,93.14,Inflation,WAR0009,1500
ORD011502,PROD1747,Hyderabad,272,10,17-01-2024 12:37,82,2.68,Large,Clothing,Peak,Wednesday,Yes,3,CUST31312,26,Same-Day,Suburban,No,Sunny,34,Moderate,110.95,Stable,WAR0003,1500
ORD010804,PROD3593,Mumbai,349,5,17-01-2024 12:38,14,3.12,Medium,Pharmaceuticals,Off-Peak,Wednesday,No,45,CUST41208,15,Standard,Suburban,No,Stormy,24,Severe,105.29,Stable,WAR0004,1500
ORD001314,PROD4630,Mumbai,74,16,17-01-2024 12:40,36,6.7,Large,Furniture,Peak,Wednesday,No,15,CUST99793,30,Standard,Urban,No,Cloudy,16,Moderate,95.73,Inflation,WAR0010,1500
ORD007495,PROD6925,Bangalore,387,12,17-01-2024 12:40,121,9.17,Medium,Groceries,Peak,Wednesday,No,45,CUST76546,46,Express,Urban,No,Cloudy,22,Severe,115.87,Stable,WAR0005,1500
ORD005814,PROD5699,Chennai,389,11,17-01-2024 12:42,160,3.85,Large,Electronics,Peak,Wednesday,No,48,CUST23366,8,Standard,Rural,No,Sunny,23,High,114.03,Inflation,WAR0002,1500
ORD012251,PROD8568,Kolkata,235,9,17-01-2024 12:45,176,6.29,Large,Electronics,Off-Peak,Wednesday,Yes,21,CUST71443,9,Express,Urban,No,Sunny,39,Moderate,115.01,Inflation,WAR0007,1500
ORD004773,PROD6253,Hyderabad,491,6,17-01-2024 12:46,68,7.15,Small,Furniture,Peak,Wednesday,No,10,CUST13828,35,Standard,Suburban,No,Cloudy,26,High,112.24,Stable,WAR0004,1500
ORD004094,PROD2417,Chennai,431,2,17-01-2024 12:51,158,5.07,Large,Pharmaceuticals,Festival,Wednesday,Yes,37,CUST41043,8,Standard,Urban,No,Stormy,32,Low,105.34,Inflation,WAR0003,1500
ORD006951,PROD3302,Chennai,175,9,17-01-2024 13:05,181,7.42,Medium,Furniture,Festival,Wednesday,No,34,CUST51143,3,Express,Urban,Yes,Stormy,14,Low,93.38,Inflation,WAR0011,1500
ORD011876,PROD5485,Delhi,91,11,17-01-2024 13:07,47,9.1,Small,Pharmaceuticals,Normal,Wednesday,No,23,CUST20982,32,Express,Rural,No,Stormy,23,Severe,114.14,Recession,WAR0011,1500
ORD009869,PROD6139,Chennai,305,13,17-01-2024 13:08,36,6.62,Large,Electronics,Peak,Wednesday,No,19,CUST26321,18,Standard,Rural,No,Cloudy,15,Severe,104.94,Stable,WAR0012,1500
ORD005775,PROD2854,Bangalore,2,13,17-01-2024 13:22,99,5.86,Medium,Pharmaceuticals,Normal,Wednesday,Yes,19,CUST93025,39,Same-Day,Rural,No,Cloudy,37,High,102.87,Inflation,WAR0012,1500
ORD005621,PROD8625,Bangalore,323,4,17-01-2024 13:47,139,4.95,Medium,Groceries,Normal,Wednesday,Yes,19,CUST53768,48,Same-Day,Urban,No,Rainy,33,Severe,111.48,Recession,WAR0009,1500
ORD008157,PROD1872,Hyderabad,130,9,17-01-2024 13:55,182,6.2,Medium,Electronics,Off-Peak,Wednesday,No,28,CUST50409,14,Same-Day,Rural,No,Rainy,26,High,104.34,Recession,WAR0001,1500
ORD001373,PROD6626,Bangalore,328,8,17-01-2024 14:18,102,4.2,Small,Clothing,Off-Peak,Wednesday,No,23,CUST88351,26,Same-Day,Rural,No,Rainy,26,Low,119.92,Recession,WAR0002,1500
ORD002431,PROD2468,Bangalore,377,18,17-01-2024 14:22,141,4.52,Small,Furniture,Peak,Wednesday,Yes,35,CUST33132,21,Same-Day,Rural,No,Rainy,15,High,95.62,Recession,WAR0008,1500
ORD007710,PROD3440,Mumbai,297,15,17-01-2024 14:30,28,5.79,Large,Electronics,Peak,Wednesday,No,19,CUST22481,27,Standard,Rural,No,Stormy,27,High,106.23,Stable,WAR0008,1500
ORD007239,PROD4463,Hyderabad,493,5,17-01-2024 14:46,33,1.6,Small,Electronics,Off-Peak,Wednesday,No,37,CUST59833,25,Same-Day,Suburban,No,Rainy,21,Severe,118.74,Recession,WAR0006,1500
ORD013035,PROD4775,Delhi,74,15,17-01-2024 14:56,79,3.06,Medium,Groceries,Off-Peak,Wednesday,No,49,CUST49093,36,Same-Day,Urban,No,Sunny,10,Moderate,90.71,Recession,WAR0011,1500
ORD001355,PROD1932,Hyderabad,490,19,17-01-2024 15:01,187,5.89,Medium,Electronics,Peak,Wednesday,Yes,45,CUST36126,3,Express,Urban,No,Stormy,16,Moderate,98.27,Inflation,WAR0012,1500
ORD013754,PROD6180,Delhi,256,4,17-01-2024 15:03,60,4.88,Large,Pharmaceuticals,Peak,Wednesday,No,45,CUST74328,46,Express,Urban,No,Cloudy,31,Moderate,115.08,Inflation,WAR0010,1500
ORD001070,PROD9017,Bangalore,221,10,17-01-2024 15:11,63,4.0,Large,Furniture,Off-Peak,Wednesday,Yes,27,CUST33125,5,Express,Rural,Yes,Rainy,25,Severe,113.79,Recession,WAR0008,1500
ORD002426,PROD8353,Delhi,447,3,17-01-2024 15:30,13,7.57,Medium,Furniture,Festival,Wednesday,No,19,CUST79294,33,Same-Day,Rural,No,Cloudy,29,High,114.52,Stable,WAR0005,1500
ORD005465,PROD5919,Mumbai,244,15,17-01-2024 15:41,96,7.24,Small,Pharmaceuticals,Off-Peak,Wednesday,No,34,CUST64832,29,Express,Urban,No,Stormy,17,Moderate,91.21,Stable,WAR0011,1500
ORD014311,PROD8867,Bangalore,159,11,17-01-2024 16:01,17,2.5,Medium,Clothing,Off-Peak,Wednesday,No,40,CUST46778,10,Standard,Urban,No,Rainy,21,Low,117.82,Recession,WAR0012,1500
ORD011007,PROD2255,Mumbai,248,12,17-01-2024 16:19,74,8.91,Medium,Clothing,Peak,Wednesday,No,9,CUST60879,12,Same-Day,Rural,No,Sunny,22,Moderate,113.55,Inflation,WAR0008,1500
ORD010441,PROD8550,Delhi,422,13,17-01-2024 16:27,106,5.46,Large,Furniture,Normal,Wednesday,No,4,CUST47465,23,Express,Suburban,No,Sunny,23,High,113.99,Stable,WAR0011,1500
ORD000431,PROD5700,Kolkata,37,15,17-01-2024 16:35,123,7.67,Medium,Clothing,Normal,Wednesday,No,7,CUST90791,2,Same-Day,Rural,No,Sunny,37,Severe,112.96,Inflation,WAR0007,1500
ORD009015,PROD2040,Bangalore,125,16,17-01-2024 16:48,196,6.16,Medium,Groceries,Peak,Wednesday,No,26,CUST45994,30,Express,Suburban,Yes,Cloudy,26,Severe,94.38,Recession,WAR0003,1500
ORD001546,PROD9914,Bangalore,495,1,17-01-2024 16:51,179,9.98,Medium,Pharmaceuticals,Off-Peak,Wednesday,No,20,CUST79007,43,Standard,Urban,No,Stormy,31,Severe,107.39,Stable,WAR0008,1500
ORD012746,PROD5536,Bangalore,466,12,17-01-2024 16:55,140,7.77,Medium,Electronics,Off-Peak,Wednesday,No,34,CUST16001,33,Standard,Urban,No,Stormy,31,Low,109.67,Inflation,WAR0003,1500
ORD006875,PROD5945,Bangalore,295,9,17-01-2024 17:01,161,7.36,Small,Pharmaceuticals,Normal,Wednesday,No,27,CUST87785,13,Same-Day,Suburban,No,Cloudy,22,Moderate,112.62,Stable,WAR0003,1500
ORD004365,PROD9561,Kolkata,157,3,17-01-2024 17:06,53,8.01,Medium,Furniture,Normal,Wednesday,Yes,5,CUST88516,23,Express,Urban,Yes,Sunny,32,Severe,117.05,Recession,WAR0006,1500
ORD012831,PROD4446,Hyderabad,386,13,17-01-2024 17:14,30,2.29,Large,Clothing,Normal,Wednesday,No,19,CUST11658,15,Standard,Urban,No,Stormy,29,Low,116.49,Recession,WAR0003,1500
ORD013672,PROD9789,Bangalore,482,16,17-01-2024 17:24,163,2.84,Large,Furniture,Normal,Wednesday,Yes,41,CUST28965,8,Standard,Rural,Yes,Rainy,34,High,100.05,Recession,WAR0010,1500
ORD003628,PROD1293,Mumbai,202,10,17-01-2024 17:43,126,7.43,Small,Furniture,Peak,Wednesday,No,12,CUST32051,15,Standard,Suburban,Yes,Sunny,31,High,102.97,Stable,WAR0004,1500
ORD002100,PROD6049,Bangalore,379,16,17-01-2024 17:45,33,5.45,Small,Pharmaceuticals,Peak,Wednesday,No,19,CUST14690,40,Standard,Urban,No,Cloudy,38,Severe,97.95,Stable,WAR0002,1500
ORD003107,PROD8552,Chennai,41,13,17-01-2024 17:48,81,7.79,Large,Groceries,Normal,Wednesday,No,20,CUST95895,9,Same-Day,Suburban,No,Sunny,31,Severe,103.82,Inflation,WAR0003,1500
ORD012692,PROD9955,Mumbai,440,9,17-01-2024 18:05,39,1.93,Large,Clothing,Festival,Wednesday,Yes,2,CUST22173,37,Same-Day,Suburban,No,Stormy,21,Moderate,114.51,Stable,WAR0001,1500
ORD008200,PROD5834,Delhi,411,1,17-01-2024 18:05,117,5.83,Large,Furniture,Normal,Wednesday,No,34,CUST61114,41,Same-Day,Suburban,No,Cloudy,28,High,92.11,Recession,WAR0003,1500
ORD013894,PROD2431,Mumbai,380,2,17-01-2024 18:25,122,5.11,Small,Clothing,Off-Peak,Wednesday,No,26,CUST57590,47,Standard,Suburban,No,Rainy,18,Moderate,110.4,Recession,WAR0003,1500
