order_id,product_id,weather_condition,temperature,traffic_level,fuel_price_index,economic_conditions
ORD003913,PROD4435,Rainy,38,Severe,92.38,Recession
ORD004383,PROD7511,Cloudy,16,Low,100.87,Stable
ORD014729,PROD9470,Rainy,36,Moderate,91.02,Recession
ORD000259,PROD2312,Sunny,38,Severe,105.17,Recession
ORD006458,PROD5663,Cloudy,11,Severe,115.12,Stable
ORD010833,PROD6703,Stormy,27,High,97.92,Inflation
ORD003717,PROD1208,Stormy,17,Moderate,119.85,Recession
ORD004414,PROD5310,Cloudy,38,Severe,115.67,Recession
ORD004777,PROD9764,Sunny,21,Severe,91.78,Inflation
ORD008815,PROD8938,Rainy,16,Moderate,118.24,Stable
ORD004859,PROD6544,Cloudy,15,Severe,106.46,Recession
ORD005718,PROD5623,Cloudy,29,Severe,105.85,Stable
ORD011983,PROD6535,Stormy,34,Moderate,113.27,Recession
ORD000683,PROD4138,Sunny,22,Moderate,108.62,Recession
ORD007280,PROD7033,Cloudy,25,Moderate,101.72,Stable
ORD003552,PROD8794,Cloudy,37,Severe,97.87,Inflation
ORD009328,PROD5742,Cloudy,23,Severe,111.0,Recession
ORD002271,PROD6404,Cloudy,24,Moderate,99.5,Recession
ORD013916,PROD1819,Rainy,19,Moderate,98.83,Recession
ORD000719,PROD9056,Sunny,29,Low,104.43,Recession
ORD014735,PROD9413,Sunny,18,High,90.25,Stable
ORD002148,PROD6671,Rainy,39,Moderate,112.52,Inflation
ORD005494,PROD1306,Rainy,23,Moderate,96.92,Inflation
ORD003936,PROD4275,Stormy,35,Low,92.76,Inflation
ORD007218,PROD6384,Rainy,12,High,103.8,Inflation
ORD014779,PROD5137,Rainy,34,Severe,103.01,Recession
ORD011495,PROD7531,Stormy,33,Moderate,92.51,Inflation
ORD010432,PROD3690,Sunny,28,High,112.98,Inflation
ORD001519,PROD4893,Stormy,17,Severe,114.3,Inflation
ORD012236,PROD2044,Rainy,12,Low,119.98,Recession
ORD009799,PROD4075,Rainy,21,High,112.24,Stable
ORD004215,PROD8310,Cloudy,38,Moderate,112.98,Inflation
ORD012653,PROD9240,Cloudy,10,Severe,100.89,Inflation
ORD000620,PROD9548,Rainy,36,Low,114.64,Stable
ORD012615,PROD7830,Sunny,30,High,94.15,Stable
ORD014626,PROD5309,Sunny,36,Moderate,101.76,Inflation
ORD005070,PROD3425,Cloudy,28,Low,92.15,Recession
ORD004554,PROD9490,Sunny,12,Low,118.49,Recession
ORD006396,PROD8347,Stormy,16,High,94.34,Stable
ORD009139,PROD2623,Rainy,38,Moderate,95.03,Inflation
ORD011628,PROD9084,Rainy,38,Severe,116.77,Stable
ORD004586,PROD2636,Cloudy,22,Moderate,105.1,Recession
ORD005472,PROD7488,Sunny,25,Severe,94.64,Recession
ORD002368,PROD1256,Cloudy,33,Low,119.11,Recession
ORD010607,PROD1136,Stormy,36,Moderate,110.82,Stable
ORD012248,PROD6674,Sunny,31,Severe,108.98,Inflation
ORD010641,PROD5434,Sunny,20,Moderate,93.75,Recession
ORD005206,PROD7837,Cloudy,18,Moderate,114.91,Stable
ORD014963,PROD1854,Sunny,14,Moderate,92.3,Inflation
ORD012794,PROD5963,Stormy,21,Severe,113.13,Recession
ORD001289,PROD8532,Sunny,38,Low,117.24,Stable
ORD008772,PROD1118,Cloudy,23,High,109.44,Inflation
ORD010787,PROD3427,Cloudy,27,Moderate,96.09,Stable
ORD010490,PROD9718,Rainy,35,Moderate,96.86,Recession
ORD000623,PROD8921,Stormy,13,Low,108.71,Inflation
ORD000799,PROD5557,Sunny,39,Moderate,114.12,Recession
ORD001115,PROD6869,Stormy,20,Moderate,111.23,Inflation
ORD007725,PROD6060,Sunny,30,Severe,105.3,Inflation
ORD012606,PROD3562,Stormy,37,High,108.32,Stable
ORD014655,PROD4091,Rainy,15,Moderate,118.06,Inflation
ORD011072,PROD9115,Cloudy,24,Severe,100.76,Stable
ORD004572,PROD6995,Cloudy,24,Moderate,111.74,Recession
ORD013214,PROD6521,Cloudy,22,Severe,109.36,Stable
ORD012169,PROD2549,Cloudy,38,Moderate,101.51,Inflation
ORD011191,PROD3344,Stormy,26,Low,113.19,Stable
ORD009187,PROD9074,Rainy,36,Severe,101.07,Stable
ORD009943,PROD9930,Sunny,29,Severe,106.17,Stable
ORD003042,PROD4827,Stormy,33,Moderate,93.57,Stable
ORD001844,PROD3108,Stormy,37,Severe,91.84,Inflation
ORD013335,PROD9841,Stormy,39,High,90.89,Inflation
ORD002310,PROD9719,Cloudy,29,Moderate,113.04,Recession
ORD012726,PROD8163,Sunny,34,Moderate,90.49,Inflation
ORD005498,PROD2084,Rainy,29,Moderate,106.11,Inflation
ORD006711,PROD4261,Cloudy,11,Low,106.63,Stable
ORD008208,PROD6511,Rainy,32,Low,95.34,Recession
ORD014450,PROD2915,Sunny,30,Low,91.94,Stable
ORD008407,PROD5141,Rainy,13,High,111.69,Recession
ORD012447,PROD5215,Sunny,10,High,103.86,Inflation
ORD003133,PROD7275,Sunny,34,Low,113.41,Inflation
ORD007679,PROD5816,Rainy,33,Severe,103.56,Inflation
ORD010598,PROD1673,Rainy,20,Severe,115.04,Inflation
ORD000816,PROD1601,Sunny,26,High,107.59,Recession
ORD009793,PROD9873,Rainy,12,Severe,112.08,Recession
ORD000078,PROD7572,Sunny,13,High,94.82,Inflation
ORD014575,PROD7345,Sunny,10,Moderate,119.65,Stable
ORD010103,PROD8045,Sunny,18,High,109.27,Recession
ORD009157,PROD5380,Sunny,27,Moderate,119.94,Recession
ORD001560,PROD4950,Cloudy,36,Moderate,107.78,Stable
ORD003926,PROD5684,Stormy,23,Moderate,103.96,Inflation
ORD013356,PROD7611,Sunny,27,High,97.93,Inflation
ORD002085,PROD8239,Sunny,34,Low,101.75,Inflation
ORD001992,PROD9116,Cloudy,16,High,94.95,Inflation
ORD012177,PROD4999,Rainy,12,Moderate,111.25,Stable
ORD010595,PROD5526,Cloudy,34,Severe,119.42,Inflation
ORD009423,PROD8303,Stormy,19,High,103.58,Inflation
ORD013205,PROD7652,Cloudy,19,Moderate,109.82,Inflation
ORD008675,PROD7032,Cloudy,33,Severe,112.3,Stable
ORD012953,PROD9468,Cloudy,39,High,103.48,Inflation
ORD003829,PROD7609,Stormy,11,Moderate,104.74,Recession
ORD008433,PROD8171,Rainy,21,Low,107.05,Recession
ORD003601,PROD3897,Sunny,23,High,118.83,Stable
ORD001045,PROD6374,Sunny,29,Severe,94.6,Inflation
ORD001170,PROD8430,Stormy,11,High,110.6,Inflation
ORD013968,PROD8046,Stormy,19,Severe,104.3,Inflation
ORD001183,PROD2398,Stormy,38,High,113.05,Stable
ORD010948,PROD6400,Stormy,18,High,109.24,Inflation
ORD012454,PROD5250,Rainy,13,Moderate,105.02,Inflation
ORD008910,PROD6060,Rainy,35,Moderate,105.71,Recession
ORD002528,PROD3725,Cloudy,37,Severe,117.11,Recession
ORD010388,PROD6274,Sunny,34,Severe,97.91,Recession
ORD000971,PROD6661,Rainy,29,Low,105.05,Stable
ORD007823,PROD5016,Rainy,37,High,117.21,Inflation
ORD002936,PROD8457,Sunny,32,High,115.81,Stable
ORD012100,PROD3109,Rainy,34,Low,115.7,Stable
ORD007166,PROD8046,Cloudy,24,Severe,96.22,Stable
ORD014685,PROD1453,Cloudy,16,Severe,109.11,Inflation
ORD005759,PROD6821,Cloudy,35,High,93.64,Recession
ORD005084,PROD3209,Rainy,35,Low,108.86,Inflation
ORD011392,PROD5309,Stormy,31,Moderate,93.86,Recession
ORD014902,PROD5762,Rainy,26,Severe,104.38,Recession
ORD011824,PROD1937,Rainy,37,Moderate,95.08,Inflation
ORD003174,PROD4875,Sunny,36,Moderate,94.54,Stable
ORD007167,PROD5635,Sunny,11,Moderate,94.91,Inflation
ORD000445,PROD6491,Rainy,23,Severe,92.93,Stable
ORD013042,PROD4707,Stormy,39,Low,91.62,Stable
ORD011377,PROD1422,Rainy,31,Moderate,99.91,Recession
ORD007737,PROD9713,Sunny,30,Severe,93.87,Recession
ORD009910,PROD5762,Rainy,25,Moderate,100.35,Recession
ORD005651,PROD5949,Cloudy,12,Low,114.66,Stable
ORD011888,PROD4041,Cloudy,23,Low,118.51,Inflation
ORD009531,PROD8308,Stormy,31,Moderate,98.58,Stable
ORD013587,PROD1623,Sunny,23,Moderate,114.81,Inflation
ORD004176,PROD8978,Cloudy,32,Moderate,93.14,Inflation
ORD011502,PROD1747,Sunny,34,Moderate,110.95,Stable
ORD010804,PROD3593,Stormy,24,Severe,105.29,Stable
ORD001314,PROD4630,Cloudy,16,Moderate,95.73,Inflation
ORD007495,PROD6925,Cloudy,22,Severe,115.87,Stable
ORD005814,PROD5699,Sunny,23,High,114.03,Inflation
ORD012251,PROD8568,Sunny,39,Moderate,115.01,Inflation
ORD004773,PROD6253,Cloudy,26,High,112.24,Stable
ORD004094,PROD2417,Stormy,32,Low,105.34,Inflation
ORD006951,PROD3302,Stormy,14,Low,93.38,Inflation
ORD011876,PROD5485,Stormy,23,Severe,114.14,Recession
ORD009869,PROD6139,Cloudy,15,Severe,104.94,Stable
ORD005775,PROD2854,Cloudy,37,High,102.87,Inflation
ORD005621,PROD8625,Rainy,33,Severe,111.48,Recession
ORD008157,PROD1872,Rainy,26,High,104.34,Recession
ORD001373,PROD6626,Rainy,26,Low,119.92,Recession
ORD002431,PROD2468,Rainy,15,High,95.62,Recession
ORD007710,PROD3440,Stormy,27,High,106.23,Stable
ORD007239,PROD4463,Rainy,21,Severe,118.74,Recession
ORD013035,PROD4775,Sunny,10,Moderate,90.71,Recession
ORD001355,PROD1932,Stormy,16,Moderate,98.27,Inflation
ORD013754,PROD6180,Cloudy,31,Moderate,115.08,Inflation
ORD001070,PROD9017,Rainy,25,Severe,113.79,Recession
ORD002426,PROD8353,Cloudy,29,High,114.52,Stable
ORD005465,PROD5919,Stormy,17,Moderate,91.21,Stable
ORD014311,PROD8867,Rainy,21,Low,117.82,Recession
ORD011007,PROD2255,Sunny,22,Moderate,113.55,Inflation
ORD010441,PROD8550,Sunny,23,High,113.99,Stable
ORD000431,PROD5700,Sunny,37,Severe,112.96,Inflation
ORD009015,PROD2040,Cloudy,26,Severe,94.38,Recession
ORD001546,PROD9914,Stormy,31,Severe,107.39,Stable
ORD012746,PROD5536,Stormy,31,Low,109.67,Inflation
ORD006875,PROD5945,Cloudy,22,Moderate,112.62,Stable
ORD004365,PROD9561,Sunny,32,Severe,117.05,Recession
ORD012831,PROD4446,Stormy,29,Low,116.49,Recession
ORD013672,PROD9789,Rainy,34,High,100.05,Recession
ORD003628,PROD1293,Sunny,31,High,102.97,Stable
ORD002100,PROD6049,Cloudy,38,Severe,97.95,Stable
ORD003107,PROD8552,Sunny,31,Severe,103.82,Inflation
ORD012692,PROD9955,Stormy,21,Moderate,114.51,Stable
ORD008200,PROD5834,Cloudy,28,High,92.11,Recession
ORD013894,PROD2431,Rainy,18,Moderate,110.4,Recession
ORD002246,PROD8639,Sunny,21,Low,116.91,Inflation
ORD013120,PROD2451,Sunny,22,Moderate,97.73,Recession
ORD006144,PROD6477,Cloudy,22,Moderate,114.59,Recession
ORD003594,PROD8496,Rainy,38,Severe,116.39,Recession
ORD013474,PROD2709,Cloudy,17,Moderate,98.91,Inflation
ORD014115,PROD6835,Sunny,32,Moderate,107.41,Stable
ORD008657,PROD7812,Cloudy,29,Severe,108.48,Inflation
ORD002440,PROD2387,Rainy,27,Moderate,101.42,Recession
ORD001093,PROD1828,Cloudy,33,Low,91.45,Recession
ORD002454,PROD8121,Stormy,13,Low,98.39,Recession
ORD009339,PROD2884,Sunny,12,Moderate,90.37,Inflation
ORD008735,PROD8970,Cloudy,17,High,114.73,Inflation
ORD007459,PROD1297,Cloudy,21,Low,105.91,Recession
ORD007527,PROD3260,Stormy,38,High,90.44,Recession
ORD009733,PROD3988,Cloudy,17,Moderate,94.43,Stable
ORD004532,PROD6167,Rainy,39,High,114.07,Inflation
ORD004426,PROD8192,Stormy,32,Moderate,94.82,Stable
ORD014822,PROD2825,Stormy,25,High,109.41,Stable
ORD011256,PROD7862,Stormy,23,Low,105.58,Stable
ORD011220,PROD4679,Stormy,17,High,102.21,Recession
ORD012122,PROD7947,Stormy,13,Moderate,102.17,Stable
ORD001476,PROD5469,Rainy,11,Severe,119.71,Stable
ORD006212,PROD8757,Stormy,24,High,119.69,Stable
ORD001860,PROD8761,Sunny,38,Severe,100.75,Stable
ORD012493,PROD6956,Cloudy,13,Severe,92.89,Inflation
ORD007325,PROD8583,Sunny,25,Severe,91.45,Stable
ORD003329,PROD9013,Cloudy,22,Severe,109.1,Inflation
ORD009092,PROD9780,Cloudy,21,Low,91.4,Inflation
ORD007629,PROD2342,Stormy,36,Low,116.63,Recession
ORD011295,PROD6805,Stormy,22,High,105.63,Inflation
ORD000624,PROD8616,Cloudy,10,Low,105.1,Stable
ORD003100,PROD4239,Rainy,28,Moderate,118.76,Recession
ORD004300,PROD5644,Sunny,29,Moderate,114.56,Inflation
ORD007533,PROD6927,Sunny,32,Severe,105.67,Stable
ORD007884,PROD7166,Sunny,37,High,97.39,Inflation
ORD002791,PROD4496,Stormy,21,Moderate,101.77,Stable
ORD000661,PROD4630,Stormy,15,High,96.27,Stable
ORD004194,PROD9904,Sunny,31,Severe,102.99,Recession
ORD003636,PROD7284,Cloudy,35,Moderate,93.32,Recession
ORD000614,PROD8102,Sunny,37,High,112.11,Stable
ORD014476,PROD9879,Stormy,20,Moderate,91.58,Recession
ORD006705,PROD7468,Cloudy,11,High,103.81,Recession
ORD011432,PROD2453,Cloudy,19,Low,113.9,Stable
ORD011632,PROD6535,Rainy,30,Low,97.3,Stable
ORD009292,PROD5667,Stormy,24,High,110.7,Inflation
ORD000027,PROD6574,Cloudy,10,Severe,114.09,Recession
ORD013559,PROD9004,Stormy,33,Severe,117.06,Stable
ORD004058,PROD4368,Cloudy,13,Low,93.74,Recession
ORD009676,PROD7859,Stormy,31,Severe,112.64,Stable
ORD011279,PROD2979,Sunny,34,Low,94.11,Recession
ORD014316,PROD1004,Stormy,17,High,103.48,Stable
ORD009952,PROD6922,Cloudy,25,High,98.72,Inflation
ORD013030,PROD9602,Cloudy,23,High,90.18,Stable
ORD001897,PROD4125,Sunny,18,High,119.26,Stable
ORD000631,PROD8385,Cloudy,11,Moderate,92.19,Inflation
ORD014827,PROD4943,Cloudy,30,Low,107.22,Recession
ORD010747,PROD8761,Stormy,14,Moderate,95.04,Stable
ORD001384,PROD6962,Stormy,36,High,115.71,Inflation
ORD001905,PROD7723,Rainy,37,Moderate,105.26,Recession
ORD007975,PROD5102,Rainy,24,Moderate,94.56,Stable
ORD001726,PROD9488,Cloudy,35,Severe,94.05,Stable
ORD008164,PROD8711,Sunny,17,Low,97.92,Inflation
ORD001640,PROD1570,Rainy,32,Moderate,109.91,Recession
ORD007835,PROD5477,Stormy,15,High,113.97,Inflation
ORD010040,PROD9571,Cloudy,29,Moderate,111.3,Recession
ORD013168,PROD4539,Sunny,28,Low,93.32,Stable
ORD000600,PROD5941,Stormy,11,Moderate,98.68,Inflation
ORD009357,PROD3395,Cloudy,22,Low,108.42,Recession
ORD001813,PROD8491,Rainy,38,Severe,115.7,Inflation
ORD014167,PROD8816,Cloudy,19,Severe,108.21,Inflation
ORD013161,PROD8212,Cloudy,12,Severe,114.02,Stable
ORD014511,PROD8759,Stormy,38,High,108.61,Recession
ORD008353,PROD3601,Stormy,14,Moderate,94.9,Inflation
ORD001920,PROD6608,Rainy,30,Severe,94.15,Inflation
ORD002880,PROD5693,Rainy,27,High,103.95,Recession
ORD008499,PROD4502,Cloudy,14,Severe,110.85,Recession
ORD011835,PROD1472,Cloudy,26,Low,114.07,Stable
ORD005671,PROD2276,Stormy,37,Low,104.44,Stable
ORD006498,PROD9095,Sunny,15,Low,102.67,Stable
ORD013793,PROD3402,Rainy,35,Severe,102.52,Inflation
ORD003798,PROD1894,Stormy,34,Moderate,105.81,Inflation
ORD011430,PROD3159,Stormy,12,Moderate,102.97,Stable
ORD007508,PROD8194,Rainy,26,Low,112.83,Recession
ORD010106,PROD4156,Stormy,15,Moderate,113.04,Stable
ORD014867,PROD2343,Stormy,22,Severe,118.44,Stable
ORD001295,PROD5743,Stormy,20,High,92.99,Recession
ORD001702,PROD3126,Sunny,33,Low,111.35,Stable
ORD006974,PROD8200,Stormy,27,High,114.01,Recession
ORD014324,PROD7249,Stormy,34,Moderate,101.14,Stable
ORD010588,PROD9632,Cloudy,15,Moderate,107.56,Recession
ORD003030,PROD2020,Sunny,13,Moderate,93.11,Inflation
ORD002283,PROD3773,Cloudy,16,Low,114.5,Recession
ORD008414,PROD8567,Rainy,26,Low,106.0,Stable
ORD005668,PROD9921,Cloudy,25,Moderate,108.38,Stable
ORD003150,PROD5430,Cloudy,15,Severe,103.48,Recession
ORD014726,PROD9022,Rainy,36,Moderate,92.38,Inflation
ORD000137,PROD6310,Cloudy,32,Moderate,90.26,Stable
ORD000389,PROD3925,Sunny,33,High,114.0,Inflation
ORD003343,PROD8619,Rainy,28,Moderate,102.67,Stable
ORD011011,PROD3958,Stormy,17,Severe,93.58,Recession
ORD013046,PROD4312,Stormy,15,Low,92.57,Inflation
ORD007777,PROD1445,Cloudy,22,Moderate,114.9,Stable
ORD004000,PROD4603,Sunny,35,Low,91.72,Stable
ORD011368,PROD9334,Stormy,32,Low,96.81,Inflation
ORD011116,PROD9893,Cloudy,38,Low,107.37,Recession
ORD011272,PROD3431,Cloudy,22,Severe,98.28,Inflation
ORD009217,PROD1834,Cloudy,12,High,105.42,Recession
ORD008373,PROD5717,Rainy,19,High,102.69,Inflation
ORD013427,PROD2633,Sunny,18,Moderate,103.54,Inflation
ORD009349,PROD3436,Sunny,32,Severe,91.19,Stable
ORD007316,PROD2548,Stormy,32,Severe,114.56,Recession
ORD001948,PROD2294,Cloudy,37,Moderate,105.34,Recession
ORD007023,PROD7765,Stormy,36,Low,119.27,Recession
ORD002492,PROD7437,Rainy,12,Low,101.0,Recession
ORD012661,PROD8859,Stormy,32,Low,119.82,Recession
ORD010777,PROD2638,Rainy,36,Low,92.78,Recession
ORD010706,PROD7601,Rainy,29,Severe,93.82,Recession
ORD004865,PROD2759,Sunny,23,High,109.85,Recession
ORD012154,PROD7833,Sunny,12,High,94.93,Stable
ORD014154,PROD5481,Rainy,14,Severe,95.63,Inflation
ORD002059,PROD8834,Stormy,22,Low,113.31,Recession
ORD009007,PROD3967,Sunny,38,Severe,106.38,Stable
ORD011903,PROD7214,Rainy,10,High,96.3,Inflation
ORD010175,PROD2205,Sunny,20,Low,106.43,Inflation
ORD003431,PROD2609,Rainy,34,Severe,113.16,Stable
ORD008917,PROD5775,Stormy,17,Low,92.69,Inflation
ORD006054,PROD8474,Cloudy,21,Severe,111.81,Recession
ORD013405,PROD4577,Cloudy,12,Moderate,90.19,Inflation
ORD002039,PROD6400,Stormy,39,Moderate,93.81,Inflation
ORD008677,PROD7313,Stormy,27,Severe,117.09,Recession
ORD007120,PROD3182,Sunny,10,Moderate,112.75,Recession
ORD009837,PROD2290,Rainy,16,Moderate,110.56,Recession
ORD009578,PROD2742,Sunny,12,Moderate,98.46,Stable
ORD002376,PROD7375,Rainy,27,Low,96.84,Recession
ORD011100,PROD5709,Cloudy,16,Low,91.52,Recession
ORD000285,PROD2638,Stormy,20,High,110.38,Recession
ORD010496,PROD7437,Stormy,30,High,112.4,Inflation
ORD012590,PROD3992,Rainy,22,Low,113.65,Recession
ORD010480,PROD1817,Stormy,30,Moderate,112.79,Inflation
ORD007626,PROD3401,Rainy,21,Low,117.56,Inflation
ORD007860,PROD5029,Stormy,19,Moderate,112.24,Inflation
ORD001008,PROD6352,Cloudy,35,Low,110.22,Stable
ORD008384,PROD7302,Stormy,32,Moderate,105.98,Inflation
ORD007438,PROD7395,Sunny,20,Low,103.11,Inflation
ORD006217,PROD5041,Rainy,32,Low,105.85,Recession
ORD003962,PROD5117,Stormy,31,Moderate,112.67,Recession
ORD001807,PROD6055,Stormy,37,Low,102.39,Stable
ORD002921,PROD5247,Rainy,17,Severe,93.01,Inflation
ORD010276,PROD1157,Sunny,37,Moderate,100.15,Stable
ORD003454,PROD3222,Cloudy,12,Moderate,119.69,Inflation
ORD004861,PROD1979,Rainy,31,Low,96.38,Stable
ORD002717,PROD7743,Stormy,34,Moderate,94.41,Inflation
ORD012489,PROD1199,Rainy,15,Low,109.39,Stable
ORD013797,PROD3221,Stormy,14,Severe,117.65,Inflation
ORD010194,PROD1082,Rainy,17,High,116.74,Inflation
ORD012933,PROD4215,Cloudy,14,Low,114.73,Inflation
ORD012834,PROD6895,Sunny,12,Severe,119.08,Stable
ORD014826,PROD8041,Rainy,29,High,112.74,Inflation
ORD014089,PROD8696,Cloudy,13,Severe,94.75,Stable
ORD004650,PROD6191,Cloudy,10,Low,99.0,Inflation
ORD002319,PROD9228,Cloudy,13,Severe,90.43,Stable
ORD010862,PROD2763,Stormy,28,Severe,113.83,Recession
ORD005926,PROD2240,Sunny,31,Moderate,104.47,Stable
ORD004997,PROD8412,Cloudy,13,Moderate,114.55,Recession
ORD011944,PROD8662,Stormy,13,Severe,109.92,Recession
ORD009560,PROD2642,Rainy,35,Low,105.33,Inflation
ORD002682,PROD8231,Stormy,17,Moderate,119.68,Recession
ORD007240,PROD1797,Rainy,12,Severe,94.04,Stable
ORD001551,PROD8702,Sunny,17,Moderate,118.62,Inflation
ORD007949,PROD5553,Stormy,24,Low,118.2,Recession
ORD005267,PROD7694,Stormy,28,Moderate,104.08,Recession
ORD001718,PROD6644,Cloudy,18,Severe,117.86,Recession
ORD008159,PROD3071,Sunny,24,Low,105.07,Inflation
ORD011005,PROD5094,Sunny,18,Severe,112.79,Recession
ORD014482,PROD5846,Rainy,19,Severe,99.45,Stable
ORD005520,PROD4541,Stormy,30,Severe,101.68,Recession
ORD006114,PROD6699,Sunny,36,High,103.09,Stable
ORD002607,PROD2867,Sunny,18,Moderate,100.48,Stable
ORD008703,PROD5143,Cloudy,21,Low,97.57,Inflation
ORD001163,PROD2874,Cloudy,14,Severe,94.32,Inflation
ORD008287,PROD6567,Stormy,27,Low,117.95,Recession
ORD006860,PROD1778,Sunny,15,High,118.98,Stable
ORD008309,PROD2779,Rainy,32,Moderate,111.58,Inflation
ORD002290,PROD9584,Sunny,26,Low,100.08,Recession
ORD005233,PROD1483,Stormy,10,Severe,108.29,Inflation
ORD007625,PROD2605,Stormy,19,High,98.52,Stable
ORD004889,PROD8674,Stormy,26,Severe,116.37,Recession
ORD011328,PROD4805,Sunny,31,Severe,105.32,Recession
ORD012633,PROD7620,Stormy,12,Low,92.59,Inflation
ORD011813,PROD5157,Cloudy,20,Severe,109.69,Stable
ORD002112,PROD1987,Sunny,28,High,99.43,Recession
ORD004618,PROD6914,Rainy,30,High,112.99,Stable
ORD007768,PROD5187,Cloudy,39,Low,114.02,Stable
ORD004915,PROD3525,Rainy,21,Moderate,102.6,Recession
ORD002873,PROD1225,Stormy,31,Low,105.9,Stable
ORD004958,PROD4537,Sunny,32,Low,92.21,Stable
ORD014037,PROD3618,Sunny,12,Low,100.96,Inflation
ORD005263,PROD3683,Stormy,19,Severe,94.21,Inflation
ORD008998,PROD2353,Sunny,37,High,108.99,Inflation
ORD007867,PROD3190,Stormy,10,Moderate,115.94,Recession
ORD003623,PROD7112,Stormy,25,Moderate,118.56,Stable
ORD013971,PROD1196,Sunny,30,High,114.04,Stable
ORD010893,PROD4115,Rainy,16,High,103.97,Stable
ORD008968,PROD1922,Cloudy,37,High,115.42,Stable
ORD008365,PROD5044,Rainy,37,Low,111.54,Stable
ORD008765,PROD2000,Rainy,33,Moderate,91.95,Inflation
ORD007521,PROD6908,Cloudy,16,Low,97.38,Inflation
ORD013004,PROD3068,Rainy,23,Moderate,113.73,Inflation
ORD002816,PROD3181,Cloudy,13,High,114.34,Recession
ORD012337,PROD6325,Cloudy,16,Moderate,119.35,Stable
ORD003535,PROD4937,Cloudy,28,High,116.01,Stable
ORD010280,PROD4502,Sunny,38,Severe,91.84,Inflation
ORD002865,PROD7895,Stormy,17,Low,90.89,Recession
ORD014611,PROD6859,Stormy,38,Moderate,105.41,Inflation
ORD014078,PROD8801,Sunny,39,Severe,91.25,Inflation
ORD014495,PROD5918,Rainy,27,Moderate,118.67,Stable
ORD003327,PROD7512,Sunny,32,Moderate,115.28,Inflation
ORD012541,PROD4234,Sunny,21,Severe,115.67,Inflation
ORD004677,PROD7504,Sunny,32,High,104.0,Recession
ORD006083,PROD8187,Sunny,18,Low,107.11,Recession
ORD008681,PROD8827,Stormy,16,Moderate,112.08,Stable
ORD013000,PROD6987,Rainy,29,Moderate,103.39,Recession
ORD008733,PROD3200,Cloudy,29,High,93.45,Inflation
ORD011334,PROD9604,Stormy,29,Low,104.26,Stable
ORD001800,PROD6123,Stormy,37,Severe,97.27,Recession
ORD004239,PROD2691,Cloudy,19,Severe,102.93,Stable
ORD003857,PROD7125,Cloudy,22,Moderate,96.16,Stable
ORD008613,PROD4299,Stormy,39,Moderate,107.43,Stable
ORD012237,PROD5715,Stormy,38,Moderate,111.54,Recession
ORD011068,PROD2384,Stormy,37,High,104.29,Inflation
ORD011223,PROD7849,Rainy,11,Severe,118.45,Stable
ORD007524,PROD9677,Stormy,12,Low,114.34,Inflation
ORD011892,PROD1171,Sunny,34,Severe,103.1,Inflation
ORD011485,PROD4524,Rainy,37,Moderate,110.51,Inflation
ORD000758,PROD2166,Rainy,17,Low,102.14,Recession
ORD006109,PROD1616,Cloudy,13,Severe,117.34,Recession
ORD010791,PROD2968,Cloudy,12,Severe,105.75,Recession
ORD014497,PROD7352,Sunny,36,High,93.0,Recession
ORD007083,PROD7028,Sunny,39,Low,98.68,Stable
ORD013404,PROD9768,Rainy,37,Moderate,119.46,Recession
ORD010141,PROD6867,Stormy,39,Moderate,97.12,Stable
ORD004280,PROD8848,Stormy,24,High,102.41,Stable
ORD000169,PROD4681,Stormy,17,Severe,92.04,Inflation
ORD001291,PROD6129,Cloudy,32,Moderate,107.22,Recession
ORD002214,PROD5177,Cloudy,17,High,90.84,Inflation
ORD010243,PROD6222,Cloudy,17,Severe,115.5,Inflation
ORD001381,PROD9586,Cloudy,39,Moderate,102.64,Inflation
ORD007529,PROD7773,Sunny,19,Severe,112.52,Recession
ORD003928,PROD1209,Cloudy,24,Moderate,114.46,Recession
ORD008660,PROD7292,Sunny,32,Low,114.83,Inflation
ORD011919,PROD2514,Stormy,32,Severe,101.65,Recession
ORD005046,PROD2974,Stormy,23,High,91.34,Recession
ORD002410,PROD3527,Cloudy,22,Severe,90.25,Recession
ORD009429,PROD8769,Stormy,37,Severe,100.95,Recession
ORD004605,PROD5111,Rainy,30,High,97.59,Stable
ORD007111,PROD5289,Rainy,19,Low,112.95,Stable
ORD005546,PROD1598,Sunny,20,High,108.83,Recession
ORD004887,PROD6696,Cloudy,25,Moderate,100.02,Stable
ORD008683,PROD6921,Sunny,24,High,111.81,Inflation
ORD000705,PROD2680,Sunny,20,Moderate,119.18,Inflation
ORD000314,PROD4335,Cloudy,27,Severe,104.05,Inflation
ORD002572,PROD2885,Rainy,14,Moderate,116.13,Recession
ORD010986,PROD3257,Sunny,24,Moderate,93.3,Stable
ORD002366,PROD3938,Stormy,30,Low,112.58,Recession
ORD008846,PROD8125,Cloudy,14,High,95.69,Inflation
ORD008260,PROD3445,Stormy,19,Moderate,100.77,Stable
ORD009571,PROD3165,Sunny,27,Low,100.93,Inflation
ORD011480,PROD4847,Sunny,33,High,100.04,Inflation
ORD005721,PROD8073,Stormy,20,Severe,94.49,Stable
ORD013079,PROD2155,Stormy,36,Moderate,105.95,Inflation
ORD004120,PROD5992,Cloudy,29,Severe,99.58,Recession
ORD002227,PROD2192,Rainy,29,High,94.48,Stable
